name,department_name,total_number_of_students,number_of_master_degree_students,number_of_bachelors_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,graduations_in_appropriate_time_masters,teacher_support,support_in_studies,courses_offered,study_organisation,exams,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,bachelors,masters,phds
Hochschule Mainz,Fachbereich Technik at the HS Mainz,110,,110,,0.533,,,,,,,,,,,,,,,,,1,0,0
Hochschule Trier,Fachbereich Gestaltung at the HS Trier,240,50,190,a,0.867,0.83,1.9,2.2,2.5,1.7,2.2,2.5,1.8,2.3,2,1.6,2.1,b,b,,,1,1,0
Hochschule Trier,Fachbereich Wirtschaft at the HS Trier,710,,710,b,0.806,0.704,,,,,,2.2,,,,,,c,d,d,c,3,1,0
Hochschule Trier,Fachbereich Wirtschaft at the HS Trier,220,,220,c,0.528,,,,,2.1,2.7,,,2.6,,2.1,,c,c,b,c,1,1,0
Hochschule Trier,"Fachbereich Bauingenieurwesen, Lebensmitteltechnik, Versorgungstechnik at the HS Trier",330,,330,,0.704,0.917,,,,,,,,,,,,,,,,0,0,0
Hochschule Trier,Fachbereich Informatik at the HS Trier,"1,180",243,937,,0.654,0.308,,,,,,,,,,,,,,,,0,0,0
Hochschule Trier,Fachbereich Technik at the HS Trier,350,70,280,b,,0.5,,,,,,,,,,,,c,c,c,c,5,1,0
Hochschule Trier,Fachbereich Technik at the HS Trier,120,,120,b,0.436,0.7,,,,,,,,,,,,d,d,c,d,2,1,0
Hochschule Trier,Fachbereich Technik at the HS Trier,270,100,170,b,0.491,0.632,,,,,,,,,,,,,,c,d,5,1,0
Hochschule Worms,Fachbereich Touristik / Verkehrswesen at the HS Worms,"2,920",,"2,920",,0.695,0.582,,,,,,,,,,,,,,,,0,0,0
Hochschule Worms,Fachbereich Wirtschaftswissenschaften at the HS Worms,"2,920",,"2,920",,0.695,0.582,,,,,,,,,,,,,,,,0,0,0
Hochschule Worms,Fachbereich Informatik at the HS Worms,320,,320,,0.512,1,,,,,,,,,,,,,,,,0,0,0
Hochschule Worms,Fachbereich Informatik at the HS Worms,410,66,344,,0.634,0.85,,,,,,,,,,,,,,,,0,0,0
Katholische Hochschule Mainz,Fachbereich Gesundheit und Pflege at the KatHS Mainz,40,40,0,,,,,,,,,,,,,,,,,a,,0,0,0
Katholische Hochschule Mainz,Fachbereich Soziale Arbeit at the KatHS Mainz,660,,660,,0.827,0.848,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät für Architektur und Bauingenieurwesen at the HTW des Saarlandes/Saarbrücken,310,70,240,c,0.933,0.649,1.7,1.7,2.1,1.7,2.1,2,2,1.4,1.7,1.4,1.7,e,e,,,1,1,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät Wirtschaftswissenschaften at the HTW des Saarlandes/Saarbrücken,"1,700",,"1,700",,0.667,0.796,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät für Architektur und Bauingenieurwesen at the HTW des Saarlandes/Saarbrücken,370,,370,,0.451,0.926,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät für Ingenieurwissenschaften at the HTW des Saarlandes/Saarbrücken,380,65,315,,0.839,0.676,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät für Ingenieurwissenschaften at the HTW des Saarlandes/Saarbrücken,570,100,470,,0.708,,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät Wirtschaftswissenschaften at the HTW des Saarlandes/Saarbrücken,460,,460,c,0.737,0.698,1.5,1.5,1.6,1.4,1.6,1.7,1.5,1.9,1.7,1.8,1.4,c,c,c,d,1,1,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät für Ingenieurwissenschaften at the HTW des Saarlandes/Saarbrücken,720,,720,,0.796,0.689,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät für Ingenieurwissenschaften at the HTW des Saarlandes/Saarbrücken,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät für Sozialwissenschaften at the HTW des Saarlandes/Saarbrücken,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft des Saarlandes,Fakultät für Sozialwissenschaften at the HTW des Saarlandes/Saarbrücken,710,,710,,0.574,,,,,,,,,,,,,,,,,0,0,0
Hochschule für Technik und Wirtschaft Dresden,Fakultät Wirtschaftswissenschaften at the HTW Dresden,650,,650,c,0.846,0.75,2.5,2.2,2.2,1.7,2.5,2.5,2,2.3,2,2.2,2.3,c,c,c,c,2,2,0
Hochschule für Technik und Wirtschaft Dresden,Fakultät Informatik / Mathematik at the HTW Dresden,250,,250,,0.735,,2.5,2.5,2.7,1.5,,2,,2.4,,2.5,,c,,,,1,0,1
Hochschule für Technik und Wirtschaft Dresden,Fakultät Landbau / Umwelt / Chemie at the HTW Dresden,200,,200,d,0.933,1,2,,2.5,1.3,1.8,,,1.6,1.5,1.7,1.8,,,c,d,1,1,0
Hochschule für Technik und Wirtschaft Dresden,Fakultät Bauingenieurwesen at the HTW Dresden,50,50,0,d,,,,,,,,,,,,,,,b,,e,0,2,1
Hochschule für Technik und Wirtschaft Dresden,Fakultät Informatik/Mathematik at the HTW Dresden,440,80,360,,,0.426,,,,,,,,,,,,e,e,,,2,1,2
Hochschule für Technik und Wirtschaft Dresden,Fakultät Elektrotechnik at the HTW Dresden,510,40,470,d,,0.575,,,,,,,,,,,,d,d,d,e,2,2,1
Hochschule für Technik und Wirtschaft Dresden,Fakultät Bauingenieurwesen at the HTW Dresden,50,50,0,d,,,,,,,,,,,,,,,b,,e,0,2,1
Hochschule für Technik und Wirtschaft Dresden,Fakultät Wirtschaftswissenschaften at the HTW Dresden,420,,420,c,0.88,1,2.2,2,2.1,1.6,2,2.1,1.9,2,1.5,1.8,2,d,c,b,d,1,1,0
Hochschule für Technik und Wirtschaft Dresden,Fakultät Maschinenbau at the HTW Dresden,520,,520,b,0.82,,1.9,2,2.4,1.4,1.9,1.9,1.8,1.9,,1.6,1.7,,,b,,0,0,4
Hochschule für Technik und Wirtschaft Dresden,Fakultät Maschinenbau at the HTW Dresden,520,,520,b,0.82,,1.9,2,2.4,1.4,1.9,1.9,1.8,1.9,,1.6,1.7,,,b,,0,0,4
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Architektur und Sozialwissenschaften at the HTWK Leipzig,410,120,290,c,0.846,0.81,,2.6,3,,,2.9,2.5,1.5,2.3,2.1,2.2,e,e,,,1,1,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Wirtschaftswissenschaft und Wirtschaftsingenieurwesen at the HTWK Leipzig,600,,600,,0.807,0.561,,,,,,,,,,,,,,,,0,0,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Bauwesen at the HTWK Leipzig,"1,020",340,680,c,0.632,0.48,,,,,,,,,,,,c,d,d,d,2,2,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig","Fakultät Informatik, Mathematik und Naturwissenschaften at the HTWK Leipzig",480,127,353,,0.795,0.31,,,,,,,,,,,,,,,,0,0,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Elektrotechnik und Informationstechnik at the HTWK Leipzig,460,150,310,,0.743,,,,,,,,,,,,,,,,,0,0,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Wirtschaftswissenschaft und Wirtschaftsingenieurwesen at the HTWK Leipzig,650,,650,,0.757,0.778,,,,,,,,,,,,,,,,0,0,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Maschinenbau und Energietechnik at the HTWK Leipzig,,,0,,,,,,,,,,,,,,,,,,,0,0,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Maschinenbau und Energietechnik at the HTWK Leipzig,260,90,170,c,0.785,0.724,,,,,,,,,,,,,,c,d,1,1,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Medien at the HTWK Leipzig,320,,320,,0.918,0.938,,,,,,,,,,,,,,,,0,0,0
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fakultät Architektur und Sozialwissenschaften at the HTWK Leipzig,390,,390,,0.785,0.423,,,,,,,,,,,,,,,,0,0,0
Hochschule Mittweida,Fakultät Computer- und Biowissenschaften at the HS Mittweida,180,,180,c,,0.75,2,2.1,2.2,1.5,2.1,2.1,2,1.7,2,1.7,1.9,,,b,,1,0,0
Hochschule Mittweida,Fakultät Wirtschaftsingenieurwesen at the HS Mittweida,430,,430,,0.618,0.577,2.7,3,2.6,2.4,2.9,3,,2.7,2.5,,2.5,d,,,,1,1,0
Hochschule Mittweida,Fakultät Computer- und Biowissenschaften at the HS Mittweida,210,,210,b,,,,,,,,,,,,,,d,,c,,1,0,0
Hochschule Mittweida,Fakultät Ingenieurwissenschaften at the HS Mittweida,60,40,20,,,,,,,,,,,,,,,,,,,1,1,0
Hochschule Mittweida,Fakultät Wirtschaftsingenieurwesen at the HS Mittweida,660,,660,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Mittweida,Fakultät Wirtschaftsingenieurwesen at the HS Mittweida,80,,80,c,,,,,,,,,,,,,,,,e,,1,0,0
Hochschule Mittweida,Fakultät Ingenieurwissenschaften at the HS Mittweida,220,80,140,c,0.632,0.548,,,,,2.1,2.2,,1.8,,1.8,,,,c,c,1,1,1
Hochschule Mittweida,Fakultät Ingenieurwissenschaften at the HS Mittweida,20,,20,d,,,,,,,,,,,,,,,,d,d,1,1,0
Hochschule Mittweida,Fakultät Soziale Arbeit at the HS Mittweida,490,,490,c,0.905,0.667,2.1,,2.8,,,,,,3.3,1.9,2.5,,,b,d,2,2,0
Hochschule Zittau/Görlitz,"Fakultät Natur- und Umweltwissenschaften at the HS Zittau/Görlitz, Zittau",150,,150,b,0.913,0.368,,,,,,,,,,,,,,d,,4,2,0
Hochschule Zittau/Görlitz,"Fakultät Wirtschaftswissenschaften und Wirtschaftsingenieurwesen at the HS Zittau/Görlitz, Zittau",220,,220,,0.929,0.7,,,,,,,,,,,,,,,,0,0,0
Hochschule Zittau/Görlitz,"Fakultät Natur- und Umweltwissenschaften at the HS Zittau/Görlitz, Zittau",150,,150,b,0.913,0.368,,,,,,,,,,,,,,d,,4,2,0
Hochschule Zittau/Görlitz,"Fakultät Elektrotechnik und Informatik at the HS Zittau/Görlitz, Zittau",90,10,80,b,,,,1.9,2.1,1.5,1.7,,,1.5,,1.5,1.6,d,,c,,3,0,2
Hochschule Zittau/Görlitz,"Fakultät Wirtschaftswissenschaften und Wirtschaftsingenieurwesen at the HS Zittau/Görlitz, Zittau",170,,170,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Zittau/Görlitz,"Fakultät Natur- und Umweltwissenschaften at the HS Zittau/Görlitz, Zittau",150,,150,b,0.913,0.368,,,,,,,,,,,,,,d,,4,2,0
Hochschule Zittau/Görlitz,"Fakultät Maschinenwesen at the HS Zittau/Görlitz, Zittau",220,20,200,b,0.792,,,,,,,,,,,,,,,b,d,5,2,3
Hochschule Zittau/Görlitz,"Fakultät Elektrotechnik und Informatik at the HS Zittau/Görlitz, Zittau",150,,150,b,,,1.6,1.9,2.3,1.5,1.7,2,1.7,1.6,,1.7,1.7,b,b,b,d,3,1,2
Westsächsische Hochschule Zwickau,Fachbereich Wirtschaftswissenschaften at the FH Zwickau,710,,710,b,0.492,0.488,1.8,1.8,1.8,1.5,1.8,1.9,1.5,1.8,1.5,1.6,1.7,d,e,c,d,3,4,0
Westsächsische Hochschule Zwickau,Fachbereich Physikalische Technik / Informatik at the FH Zwickau,190,45,145,b,0.75,0.586,,,,,,,,,,,,d,d,c,,3,2,1
Westsächsische Hochschule Zwickau,Fakultät Elektrotechnik at the FH Zwickau,250,20,230,b,0.367,,,,,,1.7,1.8,,2,,1.4,,d,e,c,,3,2,3
Westsächsische Hochschule Zwickau,Fakultät Physikalische Technik/Informatik at the FH Zwickau,20,,20,b,,,,,,,,,,,,,,,,d,,2,1,0
Westsächsische Hochschule Zwickau,Fachbereich Wirtschaftswissenschaften at the FH Zwickau,200,,200,b,0.648,,1.9,2,1.9,1.4,1.9,2.2,1.9,,1.5,1.8,1.7,c,,b,,0,0,1
Westsächsische Hochschule Zwickau,Fakultät Automobil- und Maschinenbau at the FH Zwickau,,,0,c,,,,,,,,,,,,,,,,,,1,2,3
Westsächsische Hochschule Zwickau,Fakultät Automobil- und Maschinenbau at the FH Zwickau,,,0,c,,,,,,,,,,,,,,,,,,1,2,3
Westsächsische Hochschule Zwickau,Fakultät Kraftfahrzeugtechnik at the FH Zwickau,470,10,460,c,0.755,,,,,,2.4,,,,,1.8,,,,d,,0,1,1
Westsächsische Hochschule Zwickau,Fakultät Gesundheits- und Pflegewissenschaften at the FH Zwickau,160,,160,,0.589,,,,,,,,,,,,,,,d,,1,0,0
Westsächsische Hochschule Zwickau,Fakultät Physikalische Technik/Informatik at the FH Zwickau,20,,20,b,,,,,,,,,,,,,,,,d,,2,1,0
Evangelische Hochschule Dresden,Studiengang Pflege dual at the EvHS Dresden,120,,120,d,,,,,,,,,,,,,,,,a,,1,0,0
Evangelische Hochschule Dresden,Studiengang Sozialarbeit / Sozialpädagogik at the EvHS Dresden,390,,390,,0.853,0.625,,,,,,,,,,,,,,,d,2,1,0
Hochschule Anhalt,Fachbereich 7 - Angewandte Biowissenschaften und Prozesstechnik at the HS Anhalt/Köthen,270,,270,,0.708,,,,,,,,,,,,,,,,,0,0,0
Hochschule Anhalt,Fachbereich 7 - Angewandte Biowissenschaften und Prozesstechnik at the HS Anhalt/Köthen,270,,270,,0.708,,,,,,,,,,,,,,,,,0,0,0
Hochschule Anhalt,Fachbereich 5 Informatik at the HS Anhalt/Köthen,300,64,236,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Anhalt,"Fachbereich 6 - Elektrotechnik, Maschinenbau und Wirtschaftsingenieurwesen at the HS Anhalt/Köthen",420,120,300,,0.419,,,,,,,,,,,,,,,,,0,0,0
Hochschule Anhalt,"Fachbereich Elektrotechnik, Maschinenbau, Wirtschaftsingenieurwesen at the HS Anhalt/Köthen",210,,210,,0.2,0.5,,,,,,,,,,,,,,,,0,0,0
Hochschule Anhalt,"Fachbereich 6 - Elektrotechnik, Maschinenbau und Wirtschaftsingenieurwesen at the HS Anhalt/Köthen",480,,480,,0.317,,,,,,,,,,,,,,,,,0,0,0
Hochschule Anhalt,Fachbereich 7 - Angewandte Biowissenschaften und Prozesstechnik at the HS Anhalt/Köthen,310,20,290,,0.16,,,,,,,,,,,,,,,,,0,0,0
Hochschule Magdeburg-Stendal,"Fachbereich Wasser, Umwelt, Bau und Sicherheit at the HS Magdeburg-Stendal/Magd.",380,80,300,c,0.694,,,,,,,,,2.1,,2.1,,e,c,b,d,4,4,0
Hochschule Magdeburg-Stendal,Fachbereich Ingenieurwissenschaften und Industriedesign at the HS Magdeburg-Stendal/Magd.,210,20,190,b,0.645,,,,,,,,,,,,,d,d,d,d,4,1,0
Hochschule Magdeburg-Stendal,"Fachbereich Wasser, Umwelt, Bau und Sicherheit at the HS Magdeburg-Stendal/Magd.",380,80,300,c,0.694,,,,,,,,,2.1,,2.1,,e,c,b,d,4,4,0
Hochschule Magdeburg-Stendal,Fachbereich Ingenieurwissenschaften und Industriedesign at the HS Magdeburg-Stendal/Magd.,220,,220,c,0.748,,,2,2.5,1.7,2.2,,,,,,2,,,c,,1,0,0
Hochschule Magdeburg-Stendal,Fachbereich Ingenieurwissenschaften und Industriedesign at the HS Magdeburg-Stendal/Magd.,220,30,190,c,0.744,0.563,,,,,,,,,,,,,,c,e,1,1,0
Hochschule Magdeburg-Stendal,"Fachbereich Soziale Arbeit, Gesundheit und Medien at the HS Magdeburg-Stendal/Magd.",480,,480,c,0.988,,,,,2.9,2.8,,,2.3,,,,,,b,c,1,1,0
Hochschule Merseburg,Fachbereich Wirtschaftswissenschaften und Informationswissenschaften at the HS Merseburg,540,,540,c,0.732,0.833,,,,1.5,2.1,,,1.6,1.7,,1.9,d,,c,,1,0,0
Hochschule Merseburg,Fachbereich Wirtschaftswissenschaften und Informationswissenschaften at the HS Merseburg,100,,100,,0.765,,,,,,,,,,,,,,,,,0,0,0
Hochschule Merseburg,Fachbereich Ingenieur- und Naturwissenschaften at the HS Merseburg,190,,190,b,,0.7,1.7,2,,1.5,2,1.7,,2,,,1.8,,,b,c,2,1,0
Hochschule Merseburg,Fachbereich Informatik und Kommunikationssysteme at the HS Merseburg,170,49,121,,,0.684,,,,,,,,,,,,,,e,,0,1,1
Hochschule Merseburg,Fachbereich Ingenieur- und Naturwissenschaften at the HS Merseburg,80,30,50,b,,0.5,,,,,,,,,,,,c,c,d,d,1,1,0
Hochschule Merseburg,Fachbereich Ingenieur- und Naturwissenschaften at the HS Merseburg,120,,120,,0.692,,,,,,,,,,,,,,,,,0,0,0
Hochschule Merseburg,Fachbereich Ingenieur- und Naturwissenschaften at the HS Merseburg,280,60,220,b,,0.676,,,,,,,,,,,,,,c,c,1,1,0
Hochschule Merseburg,Fachbereich Soziale Arbeit / Medien / Kultur at the HS Merseburg,420,,420,b,0.861,0.36,2.1,2,2.3,2.2,2,2,1.7,1.7,,1.9,2,,,c,,1,0,0
Hochschule Harz - Hochschule für angewandte Wissenschaften (FH),Fachbereich Wirtschaftswissenschaften at the HS Harz/Wernigerode,780,,780,c,0.709,0.396,2,1.9,2.1,1.5,,1.9,2.1,1.9,2.1,,1.9,d,,b,,3,1,0
Hochschule Harz - Hochschule für angewandte Wissenschaften (FH),Fachbereich Automatisierung und Informatik at the HS Harz/Wernigerode,60,,60,b,,,,,,,,,,,,,,,,c,,1,0,0
Hochschule Harz - Hochschule für angewandte Wissenschaften (FH),Fachbereich Wirtschaftswissenschaften at the HS Harz/Wernigerode,260,,260,b,0.891,,1.7,1.5,2.1,1.3,1.8,1.9,1.9,2,2.3,2,1.5,d,e,c,c,1,1,0
Hochschule Harz - Hochschule für angewandte Wissenschaften (FH),Fachbereich Automatisierung und Informatik (Informatik) at the HS Harz/Wernigerode,380,,380,b,0.55,,1.6,1.7,1.8,1.3,1.7,1.6,,1.4,1.7,1.6,1.7,e,,c,,2,1,0
Hochschule Harz - Hochschule für angewandte Wissenschaften (FH),Fachbereich Automatisierung und Informatik (Medieninformatik) at the HS Harz/Wernigerode,380,83,297,b,0.689,,1.7,1.8,2.1,1.8,1.7,1.8,2.4,1.3,1.8,,1.7,d,d,d,,0,0,0
Hochschule Harz - Hochschule für angewandte Wissenschaften (FH),Fachbereich Automatisierung und Informatik at the HS Harz/Wernigerode,40,,40,b,,,1.6,1.7,1.8,1.3,1.7,1.5,,1.5,,1.5,1.6,,,b,,1,0,0
Hochschule Harz - Hochschule für angewandte Wissenschaften (FH),Fachbereich Automatisierung und Informatik at the HS Harz/Wernigerode,200,,200,c,0.786,,1.9,1.7,2,1.5,1.8,2.1,1.8,1.7,1.7,1.8,1.7,c,,b,,2,1,0
Hochschule Flensburg,Fachbereich Energie und Biotechnologie at the HS Flensburg,530,,530,c,,,2.4,2.2,2.4,1.8,2.3,2.7,,2.6,2.6,,2.3,,,c,b,4,3,0
Hochschule Flensburg,Fachbereich Wirtschaft at the HS Flensburg,"1,010",,"1,010",b,0.76,0.577,2.1,2.2,2.3,1.8,2.2,2.6,2.2,2.6,2.3,2.5,2.2,c,c,c,c,1,2,0
Hochschule Flensburg,Fachbereich Wirtschaft at the HS Flensburg,250,,250,c,0.531,,1.8,1.9,2.3,1.6,1.9,2.2,2.4,2.2,1.9,2.2,2,d,,b,,1,0,0
Hochschule Flensburg,Fachbereich 3 Information und Kommunikation at the HS Flensburg,780,75,705,,0.6,,,,,,,,,,,,,,,,,0,0,0
Hochschule Flensburg,Fachbereich Energie und Biotechnologie at the HS Flensburg,530,,530,c,,,2.4,2.2,2.4,1.8,2.3,2.7,,2.6,2.6,,2.3,,,c,b,4,3,0
Hochschule Flensburg,"Fachbereich Maschinenbau, Verfahrenstechnik und maritime Technologien at the HS Flensburg",480,110,370,c,,0.737,,2.4,2.7,1.9,2.1,2.4,,2.2,,2.1,2.1,,,c,d,3,1,0
Fachhochschule Westküste,Fachbereich Wirtschaft at the FH Westküste/Heide,"1,020",,"1,020",b,0.95,0.962,,,,,,2.4,,,,,,c,c,c,d,4,2,0
Fachhochschule Westküste,Fachbereich Wirtschaft at the FH Westküste/Heide,250,,250,b,0.931,,1.8,2.1,2.4,1.5,1.6,2.1,2.3,1.8,2.6,2.2,1.8,d,,c,,1,1,0
Fachhochschule Westküste,Fachbereich Wirtschaft at the FH Westküste/Heide,230,,230,,0.98,,,,,,,,,,,,,d,,c,,0,1,0
Fachhochschule Westküste,Fachbereich Technik at the FH Westküste/Heide,260,50,210,,0.816,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Westküste,Fachbereich Technik at the FH Westküste/Heide,170,,170,,0.889,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Kiel,Fachbereich Wirtschaft at the FH Kiel,"1,610",,"1,610",b,0.784,0.781,2.3,2.4,2,2,2.2,2.2,1.8,2.2,2.6,2.3,2.3,c,c,a,c,1,2,0
Fachhochschule Kiel,Fachbereich Wirtschaft at the FH Kiel,360,,360,b,0.757,,,2.8,3.1,2.7,2.6,,,,,,3.2,c,,b,,1,0,0
Fachhochschule Kiel,Fachbereich Informatik und Elektrotechnik at the FH Kiel,980,460,520,,0.604,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Kiel,Fachbereich Wirtschaft at the FH Kiel,80,,80,,,0.846,,,,,,,,,,,,,c,,c,0,1,0
Fachhochschule Kiel,Fachbereich Maschinenwesen at the FH Kiel,290,,290,,0.875,,1.7,2,1.8,1.5,1.9,1.8,1.3,1.9,1.5,1.5,1.7,c,,b,,1,0,0
Fachhochschule Kiel,Fachbereich Informatik und Elektrotechnik at the FH Kiel,60,,60,d,,,,,,,,,,,,,,,,c,,1,0,0
Fachhochschule Kiel,Fachbereich Maschinenwesen at the FH Kiel,910,140,770,b,0.884,,,,,,2.7,2.7,,2,,2.1,,,,d,d,3,2,0
Fachhochschule Kiel,Fachbereich Informatik und Elektrotechnik at the FH Kiel,210,,210,c,0.875,,1.9,,2.2,1.8,2.1,,,1.8,,,,c,,d,,1,0,0
Fachhochschule Kiel,Fachbereich Soziale Arbeit und Gesundheit at the FH Kiel,"1,310",,"1,310",c,0.864,0.824,2.5,2.8,2.7,3.1,2.3,2.8,2.5,2.6,3,3.7,2.9,,,c,,2,1,0
Technische Hochschule Lübeck,Fachbereich Bauwesen at the TH Lübeck,470,120,350,b,0.757,0.909,,,,,,,,,,,,e,e,,,1,2,0
Technische Hochschule Lübeck,Fachbereich Maschinenbau und Wirtschaft at the TH Lübeck,420,,420,b,0.837,0.714,2.1,2.4,2.5,1.8,2.2,2.4,2.4,2.4,,2.3,2.1,c,d,a,c,1,1,0
Technische Hochschule Lübeck,Fachbereich Angewandte Naturwissenschaften at the TH Lübeck,180,,180,b,0.794,0.698,,,,,,,,,,,,,,c,c,1,2,0
Technische Hochschule Lübeck,Fachbereich Bauwesen at the TH Lübeck,580,80,500,b,0.493,0.878,,,,,1.7,2,,2.2,,2.3,,e,b,c,e,1,1,0
Technische Hochschule Lübeck,Fachbereich Elektrotechnik und Informatik at the TH Lübeck,780,,780,c,0.784,,1.7,2,2.1,1.6,1.7,1.9,,2,1.6,1.9,1.7,e,,d,,1,0,0
Technische Hochschule Lübeck,Fachbereich Elektrotechnik und Informatik at the TH Lübeck,680,30,650,,0.642,,,,,,,,,,,,,,,,,0,0,0
Technische Hochschule Lübeck,Fachbereich Maschinenbau und Wirtschaft at the TH Lübeck,480,,480,c,0.67,0.919,2.1,2.1,2,1.7,2.2,2.3,1.6,2.1,2,2,2,b,d,a,c,1,1,0
Technische Hochschule Lübeck,Fachbereich Angewandte Naturwissenschaften at the TH Lübeck,180,,180,b,0.794,0.698,,,,,,,,,,,,,,c,c,1,2,0
Technische Hochschule Lübeck,Fachbereich Maschinenbau und Wirtschaft at the TH Lübeck,400,70,330,b,0.857,0.59,,,,,2.3,2.2,,2.5,,2.1,,,,c,d,1,1,0
NORDAKADEMIE Hochschule der Wirtschaft,Studiengänge Betriebswirtschaft at the Nordakademie/Elmshorn (priv.),"1,180",,"1,180",b,0.955,0.87,1.9,2,2,1.4,2.1,,1.9,1.5,2.1,1.7,1.8,d,d,,d,2,8,0
NORDAKADEMIE Hochschule der Wirtschaft,Studiengang Wirtschaftsinformatik at the Nordakademie/Elmshorn (priv.),670,,670,b,0.939,,1.8,2,2.5,1.4,2.3,,1.9,1.9,2.1,2.4,2,d,,,,1,1,0
NORDAKADEMIE Hochschule der Wirtschaft,Studiengang Angewandte Informatik at the Nordakademie/Elmshorn (priv.),120,,120,b,,,,,,,,,,,,,,d,,a,,1,0,0
NORDAKADEMIE Hochschule der Wirtschaft,Fachbereich Ingenieurwissenschaften at the Nordakademie/Elmshorn (priv.),600,,600,b,0.946,,1.8,1.9,2.2,1.4,2.2,,1.7,1.5,1.7,1.8,1.8,d,,,,1,1,0
Fachhochschule Wedel,Studiengang Betriebswirtschaftslehre at the FH Wedel (priv.),240,,240,,0.75,0.714,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Wedel,Studiengänge Wirtschaftsinformatik und Wirtschaftsingenieurwesen at the FH Wedel (priv.),370,,370,,0.636,0.969,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Wedel,Informatik-Studiengänge at the FH Wedel (priv.),340,48,292,,0.679,0.562,,,,,,,,,,,,,,,,6,4,0
Fachhochschule Wedel,Studiengänge Wirtschaftsinformatik und Wirtschaftsingenieurwesen at the FH Wedel (priv.),270,,270,,0.41,0.833,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Erfurt,Fakultät Architektur und Stadtplanung at the FH Erfurt,430,90,340,b,0.975,0.987,1.7,1.9,2,1.7,2,1.8,2,1.9,1.9,1.3,1.8,c,c,,,1,1,0
Fachhochschule Erfurt,Fakultät Wirtschaft - Logistik - Verkehr at the FH Erfurt,600,,600,b,0.905,0.872,2,2,2,1.7,2.1,2.2,2.4,1.5,1.6,1.8,1.8,c,d,d,d,1,2,0
Fachhochschule Erfurt,Fakultät Bauingenieurwesen und Konservierung/Restaurierung at the FH Erfurt,310,50,260,c,0.856,0.854,,,,,,,,,,,,d,e,d,d,2,1,0
Fachhochschule Erfurt,Studiengang Angewandte Informatik at the FH Erfurt,290,72,218,,,,,,,,,,,,,,,,c,e,,1,1,0
Fachhochschule Erfurt,Fakultät Gebäudetechnik und Informatik at the FH Erfurt,190,,190,,0.75,0.865,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Erfurt,Fakultät Gebäudetechnik und Informatik at the FH Erfurt,60,,60,,0.96,0.917,,,,,,,,,,,,,,,,1,0,0
Fachhochschule Erfurt,Fakultät Wirtschaft - Logistik - Verkehr at the FH Erfurt,290,,290,c,0.933,0.917,,2.7,2.8,1.6,2.3,2.3,,2.4,2.5,,2.1,d,d,b,c,3,3,0
Fachhochschule Erfurt,Fakultät Gebäudetechnik und Informatik at the FH Erfurt,130,40,90,d,0.75,0.761,,,,,,,,,,,,,,d,d,1,1,0
Fachhochschule Erfurt,Fakultät Angewandte Sozialwissenschaften at the FH Erfurt,510,,510,c,0.941,0.878,2.6,2.5,3.1,2.8,2.3,2.6,2.1,2.2,2.3,2.3,3,,,c,d,1,2,0
