name,department_name,total_number_of_students,number_of_master_degree_students,number_of_bachelors_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,graduations_in_appropriate_time_masters,teacher_support,support_in_studies,courses_offered,study_organisation,exams,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,bachelors,masters,phds
Eberhard Karls Universität Tübingen,Philosophische Fakultät at the Uni Tübingen,930,330,600,b,0.67,0.352,2,2.4,2.5,2.1,2.2,2.9,2.1,3,1.8,2.2,2.2,c,c,,,4,5,0
Eberhard Karls Universität Tübingen,Juristische Fakultät at the Uni Tübingen,"2,120",,"2,120",,,,,,,,,,,,,,,,,,,0,0,0
Eberhard Karls Universität Tübingen,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Tübingen,330,81,249,b,0.755,0.483,2.1,2.3,2.3,1.4,1.7,2.8,,,1.8,2.2,,c,b,,,1,2,0
Eberhard Karls Universität Tübingen,Medizinische Fakultät at the Uni Tübingen,"3,200",257,"2,943",b,0.9,,2.4,1.9,2.8,1.8,2.3,2.1,2.5,2,1.6,1.9,1.8,,b,,,2,7,0
Eberhard Karls Universität Tübingen,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Tübingen,850,85,765,b,0.699,,2.6,2.2,3.2,2,2.3,2.7,4.2,2.5,2.1,2.3,2.6,,,,,0,2,0
Eberhard Karls Universität Tübingen,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Tübingen,650,154,496,b,0.725,0.707,2,2,1.8,1.5,2,,,2.1,1.4,1.9,1.8,d,b,,,2,3,0
Eberhard Karls Universität Tübingen,Wirtschafts- und Sozialwissenschaftliche Fakultät at the Uni Tübingen,590,245,345,b,1,0.804,2.1,2,2.1,1.9,2.1,2.8,1.9,2.5,1.6,2.2,1.9,c,c,,,1,4,0
Eberhard Karls Universität Tübingen,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Tübingen,770,220,550,b,0.969,0.811,2.6,2.6,3.2,2.1,2.8,2.7,,1.8,1.8,2.1,,d,d,,,1,2,0
Eberhard Karls Universität Tübingen,Philosophische Fakultät at the Uni Tübingen,130,40,90,b,,,,,,,,,,,,,,b,b,,,4,3,0
Eberhard Karls Universität Tübingen,Wirtschafts- und Sozialwissenschaftliche Fakultät at the Uni Tübingen,470,94,376,c,0.517,0.593,,,,,,1.9,,,,,,,d,d,d,3,2,0
Universität Ulm,Fakultät für Naturwissenschaften at the Uni Ulm,980,422,558,,0.783,,,,,,,2.6,2.5,,,,,,,,,2,5,0
Universität Ulm,Fakultät für Naturwissenschaften at the Uni Ulm,30,30,0,d,,0.308,,,,,,,,,,,,,,,,1,3,0
Universität Ulm,Fakultät für Naturwissenschaften at the Uni Ulm,30,30,0,d,,0.308,,,,,,,,,,,,,,,,1,3,0
Universität Ulm,Fakultät für Naturwissenschaften at the Uni Ulm,640,156,484,b,,,,,,,,,,,,,,,,,,2,3,0
Universität Ulm,"Fakultät für Ingenieurwissenschaften, Informatik und Psychologie at the Uni Ulm","1,240",316,924,b,0.675,0.462,2.1,2.5,2.3,,2.1,2.6,2.4,2.1,1.9,2.1,2.3,d,d,d,d,3,4,0
Universität Ulm,Medizinische Fakultät at the Uni Ulm,370,,370,c,0.843,,2,,3.1,2.4,,1.6,,1.6,2,2,,,,,,0,1,0
Universität Ulm,Fakultät für Mathematik und Wirtschaftswissenschaften at the Uni Ulm,"1,050",,"1,050",b,0.656,0.638,2.2,2,2.2,1.8,2.2,2.2,2.1,2.2,1.9,1.8,2.1,,,,,1,2,0
Universität Ulm,"Fakultät für Ingenieurwissenschaften, Informatik und Psychologie at the Uni Ulm",470,250,220,b,0.708,0.417,1.8,1.9,1.7,1.5,2.1,2.5,,2,,2,1.6,d,c,d,d,2,4,0
Universität Ulm,Fakultät für Naturwissenschaften at the Uni Ulm,30,30,0,d,,0.308,,,,,,,,,,,,,,,,1,3,0
Universität Ulm,Fakultät für Mathematik und Wirtschaftswissenschaften at the Uni Ulm,"1,010",400,610,c,0.841,0.68,2,2,1.9,1.7,2.1,2.2,1.9,1.9,1.8,1.9,1.8,d,b,,,4,5,0
Universität Ulm,Medizinische Fakultät at the Uni Ulm,"2,860",95,"2,765",b,0.919,,2.5,2.5,3,2,2.6,2.5,3,1.8,2,2,2.1,,a,,,1,3,0
Universität Ulm,Fakultät für Naturwissenschaften at the Uni Ulm,300,95,205,b,0.879,0.778,2.4,2.2,2.7,1.5,1.9,,2,2.1,1.8,1.6,2.4,d,b,,,2,2,0
Universität Ulm,"Fakultät für Ingenieurwissenschaften, Informatik und Psychologie at the Uni Ulm",880,300,580,b,0.943,0.75,2.4,1.8,2.6,1.9,2.1,2.7,2.7,1.5,1.9,1.8,2.2,e,e,,,1,1,0
Universität Augsburg,Wirtschaftswissenschaftliche Fakultät at the Uni Augsburg,"2,850",,"2,850",b,0.959,0.649,2.4,2.1,2.3,2,2.4,2.9,2,1.8,2,1.7,2.1,,,,,2,3,0
Universität Augsburg,Wirtschaftswissenschaftliche Fakultät - FIM at the Uni Augsburg,100,,100,,,1,,,,,,,,,,,,,,,,0,1,0
Universität Augsburg,Fakultät für Angewandte Informatik at the Uni Augsburg,340,,340,b,1,,1.8,1.7,1.9,1.4,1.8,2.1,1.7,1.5,1.6,1.8,1.5,c,c,c,c,1,1,0
Universität Augsburg,Fakultät für Angewandte Informatik at the Uni Augsburg,"1,800",215,"1,585",b,0.917,0.578,,,,,,,,,,,,d,d,d,d,5,4,0
Universität Augsburg,Wirtschaftswissenschaftliche Fakultät at the Uni Augsburg,460,,460,c,,0.511,,,,,,,,,,,,,,,,1,1,0
Universität Augsburg,Philosophisch-Sozialwissenschaftliche Fakultät at the Uni Augsburg,940,220,720,,0.962,0.717,,,,,,,,,,,,,,,,0,0,0
Universität Augsburg,Philologisch-Historische Fakultät at the Uni Augsburg,260,50,210,,0.682,,,,,,,,,,,,,,,,,0,0,0
Universität Augsburg,Fakultät für Angewandte Informatik at the Uni Augsburg,"1,020",132,888,,0.814,0.4,,,,,,,,,,,,,,,,0,0,0
Universität Augsburg,Philologisch-Historische Fakultät at the Uni Augsburg,"1,100",150,950,c,0.765,0.313,2.5,2.9,,,2.6,,,,2.4,1.8,,d,d,,,3,4,0
Universität Augsburg,Mathematisch-Naturwissenschaftlich-Technische Fakultät at the Uni Augsburg,820,,820,b,0.878,0.962,1.9,1.8,1.9,1.4,1.8,2.1,1.6,1.6,1.6,1.5,1.5,c,c,d,c,1,1,0
Universität Augsburg,Juristische Fakultät at the Uni Augsburg,"2,760",,"2,760",,,,,,,,,,,,,,,,,,,0,0,0
Universität Augsburg,Mathematisch-Naturwissenschaftlich-Technische Fakultät at the Uni Augsburg,260,110,150,d,0.852,0.364,2,2.1,2.1,1.8,1.8,2.2,,1.7,,1.5,2,,,c,d,1,1,0
Universität Augsburg,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Augsburg,630,118,512,c,0.852,1,1.9,2,,1.4,1.7,2.6,,1.9,,,1.6,d,c,,,2,3,0
Universität Augsburg,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Augsburg,180,75,105,d,0.841,1,,2,3.1,1.4,,,,1.5,1.7,1.5,2,e,e,,,1,1,0
Universität Augsburg,Philosophisch-Sozialwissenschaftliche Fakultät at the Uni Augsburg,830,156,674,,0.545,,,,,,,,,,,,,,,,,0,0,0
Universität Augsburg,Philologisch-Historische Fakultät at the Uni Augsburg,100,60,40,c,0.724,,2.7,2.7,2.6,2.2,2.7,3.1,1.9,2.5,2.1,2,2.3,b,b,,,4,3,0
Universität Augsburg,Philosophisch-Sozialwissenschaftliche Fakultät at the Uni Augsburg,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Otto-Friedrich-Universität Bamberg,Fakultät Sozial- und Wirtschaftswissenschaften at the Uni Bamberg,"2,230",,"2,230",c,0.902,0.612,2.5,2.3,2.3,1.9,2.6,2.9,1.8,2.5,1.7,2.1,2.2,,,,,2,3,0
Otto-Friedrich-Universität Bamberg,Fakultät Wirtschaftsinformatik und Angewandte Informatik at the Uni Bamberg,"1,280",,"1,280",b,0.815,0.786,2,1.8,1.7,1.7,2.2,2.1,1.7,1.6,1.6,2.2,1.7,c,c,d,d,2,2,0
Otto-Friedrich-Universität Bamberg,Fakultät für Wirtschaftsinformatik und Angewandte Informatik at the Uni Bamberg,550,250,300,b,0.84,0.32,1.8,1.7,1.8,1.7,1.8,1.9,1.7,1.3,1.6,2.1,1.6,d,c,d,d,2,3,0
Otto-Friedrich-Universität Bamberg,Fakultät Sozial- und Wirtschaftswissenschaften at the Uni Bamberg,470,,470,c,0.925,0.281,2.4,2.1,2.3,1.7,2.7,3.1,1.5,2.5,1.6,2,2.1,,,,,1,1,0
Otto-Friedrich-Universität Bamberg,Fakultät Humanwissenschaften at the Uni Bamberg,"1,220",410,810,,0.849,0.465,2.2,2.4,2.8,2.6,2.7,2.9,2.5,1.9,1.9,2.1,2.5,,,d,d,1,5,0
Otto-Friedrich-Universität Bamberg,Fakultät Geistes- und Kulturwissenschaften at the Uni Bamberg,470,90,380,b,0.789,0.565,2,2.3,2.1,2.3,2.6,3.1,1.8,2.4,1.8,2.2,2,c,a,,,1,1,0
Otto-Friedrich-Universität Bamberg,Fakultät für Geistes- und Kulturwissenschaften at the Uni Bamberg,100,169,-69,c,0.946,,2.3,2.5,2.8,2.6,,3.1,,1.8,2.1,,2.4,e,e,e,d,1,2,0
Otto-Friedrich-Universität Bamberg,Fakultät Geistes- und Kulturwissenschaften at the Uni Bamberg,410,130,280,b,0.849,0.459,1.9,2.2,2.3,1.9,2.2,2.7,1.9,2.2,1.7,2,1.8,d,d,,,1,4,0
Otto-Friedrich-Universität Bamberg,Fakultät Sozial- und Wirtschaftswissenschaften at the Uni Bamberg,800,158,642,c,0.815,0.273,2,2.5,2.2,2.1,2.5,3,2.2,1.9,1.8,2,2,d,a,,,1,1,0
Otto-Friedrich-Universität Bamberg,Fakultät Humanwissenschaften at the Uni Bamberg,730,250,480,b,0.894,0.606,1.9,2.1,2.3,1.7,2.6,2.8,2.4,2,1.7,2.1,1.6,,,,,1,1,0
Otto-Friedrich-Universität Bamberg,Fakultät Geistes- und Kulturwissenschaften at the Uni Bamberg,180,10,170,c,0.944,,2,2.4,2.3,2,2.2,3.5,,2.2,1.8,1.7,,a,b,,,1,1,0
Universität Bayreuth,"Fakultät für Biologie, Chemie und Geowissenschaften at the Uni Bayreuth",690,280,410,b,0.437,,2.5,2.6,2.7,2,2.8,,,2.3,1.6,1.7,2.1,,,,,1,4,0
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,200,70,130,c,0.564,,,,,,,,,,,,,,,d,e,3,5,0
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät - FIM at the Uni Bayreuth,100,,100,,,1,,,,,,,,,,,,,,,,0,1,0
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Bayreuth,"2,380",,"2,380",b,0.774,0.493,1.9,1.8,1.7,1.6,2,2,2,1.4,1.5,1.6,1.5,,,,,2,5,0
Universität Bayreuth,"Fakultät für Biologie, Chemie und Geowissenschaften at the Uni Bayreuth",830,218,612,b,,,,2.6,,1.7,,,,,,,2.1,,,,,3,4,0
Universität Bayreuth,"Fakultät für Mathematik, Physik und Informatik at the Uni Bayreuth",670,117,553,c,0.618,0.64,1.7,2,,1.6,1.6,,,1.1,,1.3,2.1,d,b,e,d,2,2,0
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Bayreuth,"1,350",,"1,350",b,0.801,0.508,1.9,1.7,1.7,1.5,1.9,2.2,1.8,1.5,1.7,1.6,1.5,,,,,3,4,0
Universität Bayreuth,Kulturwissenschaftliche Fakultät at the Uni Bayreuth,170,,170,,,,,,,,,,,,,,,,,e,,1,0,0
Universität Bayreuth,Sprach- und Literaturwissenschaftliche Fakultät at the Uni Bayreuth,120,30,90,c,0.638,0.433,,,,,,,,,,,,b,a,,,1,1,0
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,200,70,130,c,0.564,,,,,,,,,,,,,,,d,e,3,5,0
Universität Bayreuth,"Fakultät für Biologie, Chemie und Geowissenschaften at the Uni Bayreuth",290,95,195,b,0.875,0.128,,,,,,3.2,3.2,,,,,e,e,d,d,2,2,0
Universität Bayreuth,"Fakultät für Biologie, Chemie und Geowissenschaften at the Uni Bayreuth",370,181,189,b,0.956,0.4,2.1,2.2,2,1.5,2.5,2.3,2.6,2.1,1.7,1.6,1.7,e,b,e,d,1,4,0
Universität Bayreuth,Sprach- und Literaturwissenschaftliche Fakultät at the Uni Bayreuth,530,230,300,b,0.786,0.265,,,,,,,,,,,,d,b,,,2,4,0
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Bayreuth,380,,380,b,0.737,0.937,2.1,1.8,2,1.7,1.9,2.1,2.3,1.5,1.5,1.5,1.5,d,d,c,c,1,1,0
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,200,70,130,c,0.564,,,,,,,,,,,,,,,d,e,3,5,0
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Bayreuth,"2,210",,"2,210",c,,,1.8,1.9,1.7,1.7,2,1.9,1.9,1.5,1.7,1.7,1.5,,,,,0,5,0
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,200,70,130,c,0.564,,,,,,,,,,,,,,,d,e,3,5,0
Universität Bayreuth,"Fakultät für Mathematik, Physik und Informatik at the Uni Bayreuth",270,55,215,c,0.852,0.8,,,,,,,,,,,,e,b,,,3,3,0
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,200,70,130,c,0.564,,,,,,,,,,,,,,,d,e,3,5,0
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,60,60,0,c,,0.594,,,,,,,,,,,,,d,,,0,1,0
Universität Bayreuth,"Fakultät für Mathematik, Physik und Informatik at the Uni Bayreuth",200,57,143,b,0.982,0.912,1.7,2,2.1,1.5,1.8,,,1.9,1.5,1.4,1.7,e,c,,,1,1,0
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,200,70,130,c,0.564,,,,,,,,,,,,,,,d,e,3,5,0
Universität Bayreuth,Sprach- und Literaturwissenschaftliche Fakultät at the Uni Bayreuth,20,20,0,,,,,,,,,,,,,,,,,,,1,1,0
Universität Bayreuth,Kulturwissenschaftliche Fakultät at the Uni Bayreuth,730,302,428,b,0.933,0.692,1.8,,2.6,,2.6,1.9,2.2,2.4,2.1,1.9,2.3,,c,d,d,1,2,0
Katholische Universität Eichstätt-Ingolstadt,Sprach- und Literaturwissenschaftliche Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,160,30,130,b,,,,,,,,,,,,,,c,b,,,1,1,0
Katholische Universität Eichstätt-Ingolstadt,Mathematisch-Geographische Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,370,166,204,c,0.883,0.654,1.9,,2.8,1.8,2.7,2.4,2.3,2.3,,,1.8,e,e,c,d,1,3,0
Katholische Universität Eichstätt-Ingolstadt,Sprach- und Literaturwissenschaftliche Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,380,50,330,d,,,1.8,2.6,,,2.2,,,,1.8,2.6,,,d,,,1,1,0
Katholische Universität Eichstätt-Ingolstadt,Mathematisch-Geographische Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,80,8,72,b,0.87,,,,,,,,,,,,,d,d,,,1,1,0
Katholische Universität Eichstätt-Ingolstadt,Fakultät für Soziale Arbeit at the KU Eichstätt-Ingolstadt/Eichstätt,70,,70,c,,,,,,,,,,,,,,,,a,,1,0,0
Katholische Universität Eichstätt-Ingolstadt,Geschichts- und Gesellschaftswissenschaftliche Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,330,129,201,,0.796,0.65,1.7,1.9,1.8,1.4,2.1,2.2,1.7,1.9,1.6,,1.7,d,b,,,3,3,0
Katholische Universität Eichstätt-Ingolstadt,Philosophisch-Pädagogische Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,290,180,110,d,0.979,0.89,1.7,2,2.7,1.5,,,2.3,2.2,,2,1.8,e,e,,,1,1,0
Katholische Universität Eichstätt-Ingolstadt,Sprach- und Literaturwissenschaftliche Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,150,20,130,c,,,,,,,,,,,,,,c,c,,,8,5,0
Katholische Universität Eichstätt-Ingolstadt,Fakultät für Soziale Arbeit at the KU Eichstätt-Ingolstadt/Eichstätt,650,,650,c,0.97,,2.5,2.6,2.4,2.3,2.4,2.6,2.1,2.3,2,2.2,2.3,,,a,c,2,4,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Naturwissenschaftliche Fakultät at the Uni Erl.-Nürnb./Erlangen,820,178,642,b,0.819,,,,,,,2.9,,,,,,,,,,2,2,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,440,180,260,c,0.514,0.603,,,,,,,,,,,,,,,e,4,5,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,440,180,260,c,0.514,0.603,,,,,,,,,,,,,,,e,4,5,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Naturwissenschaftliche Fakultät at the Uni Erl.-Nürnb./Erlangen,810,224,586,b,,,,2.7,,2,,,,,,,2.5,,,,,2,2,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,"2,330",588,"1,742",c,0.62,0.552,1.9,2,1.7,1.8,1.9,1.9,2,1.9,1.7,1.8,1.7,d,c,d,d,2,2,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Medizinische Fakultät at the Uni Erl.-Nürnb./Erlangen,670,,670,,0.78,,,,,,,,,,,,,,,,,0,0,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Philosophische Fakultät und Fachbereich Theologie at the Uni Erl.-Nürnb./Erlangen,500,180,320,,0.721,0.717,,,,,,,,,,,,,,,,0,0,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,790,370,420,,0.772,0.629,2.5,2.3,2,2.3,3,2.8,2.3,2.4,,1.7,2,d,d,d,,3,4,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Philosophische Fakultät und Fachbereich Theologie at the Uni Erl.-Nürnb./Erlangen,210,50,160,,0.905,,,,,,,,,,,,,,,,,0,0,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Naturwissenschaftliche Fakultät at the Uni Erl.-Nürnb./Erlangen,540,95,445,b,0.763,0.538,2.1,,2.4,2.2,,1.9,1.6,,1.7,2,,d,d,d,c,3,2,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Naturwissenschaftliche Fakultät at the Uni Erl.-Nürnb./Erlangen,400,125,275,c,0.98,1,,,,,,,,,,,,e,c,d,c,1,2,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Philosophische Fakultät und Fachbereich Theologie at the Uni Erl.-Nürnb./Erlangen,260,60,200,,0.81,0.222,,,,,,,,,,,,,,,,0,0,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,"1,260",,"1,260",b,0.654,0.882,,,,,,,,,,,,d,d,c,c,1,1,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,790,370,420,,0.772,0.629,2.5,2.3,2,2.3,3,2.8,2.3,2.4,,1.7,2,d,d,d,,3,4,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,440,180,260,c,0.514,0.603,,,,,,,,,,,,,,,e,4,5,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Erl.-Nürnb./Erlangen,"3,210",,"3,210",b,,,2.6,2.8,2.6,2.6,3.2,3,2.6,3.4,2.1,2.4,2.5,,,,,1,4,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,840,320,520,c,0.755,0.575,2.2,2.4,2,2,,2.8,2.5,2.1,,2.1,2,,,d,e,2,3,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Naturwissenschaftliche Fakultät at the Uni Erl.-Nürnb./Erlangen,540,131,409,a,0.811,0.694,2.1,1.9,2,1.5,1.6,,,1.4,,,1.7,d,e,,,3,3,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,"1,650",880,770,c,0.584,0.61,2.1,2.2,2.1,2,,,1.9,,,1.6,2.1,,,d,d,2,1,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,690,260,430,,0.716,0.717,,,,,,,,,,,,d,d,d,,1,1,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Medizinische Fakultät at the Uni Erl.-Nürnb./Erlangen,"2,780",61,"2,719",,0.946,,,,,,,,,,,,,,3,,,0,0,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Naturwissenschaftliche Fakultät at the Uni Erl.-Nürnb./Erlangen,640,,640,a,0.788,,2.4,2.4,2.9,1.9,2.5,2.6,3.3,1.8,2.2,2.2,2.3,,,,,0,1,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Naturwissenschaftliche Fakultät at the Uni Erl.-Nürnb./Erlangen,640,230,410,b,0.918,0.652,1.8,1.9,2,1.5,1.9,,1.8,2,1.4,1.5,1.9,e,c,,,1,3,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Philosophische Fakultät und Fachbereich Theologie at the Uni Erl.-Nürnb./Erlangen,500,91,409,b,0.81,0.813,2.5,2.6,2.7,2,3.1,3.1,2.3,3.1,2,2.5,2.6,d,c,,,1,1,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Technische Fakultät at the Uni Erl.-Nürnb./Erlangen,440,180,260,c,0.514,0.603,,,,,,,,,,,,,,,e,4,5,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Philosophische Fakultät und Fachbereich Theologie at the Uni Erl.-Nürnb./Erlangen,720,270,450,d,0.933,0.907,2.3,2.5,2.8,2,2.5,2.9,3.6,2.4,1.7,2.3,2.3,d,e,,,1,1,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Philosophische Fakultät und Fachbereich Theologie at the Uni Erl.-Nürnb./Erlangen,220,100,120,b,0.968,,1.8,2.1,2.6,1.8,2.2,3.3,1.8,2.7,1.9,,2.2,c,b,,,6,4,0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Philosophische Fakultät und Fachbereich Theologie at the Uni Erl.-Nürnb./Erlangen,100,72,28,c,,0.927,2,2,2.8,2.4,2.4,,,2.3,2.1,,2.4,,b,d,d,1,1,0
Ludwig-Maximilians-Universität München,Fakultät für Biologie at the LMU München,"1,410",465,945,b,0.914,,2.8,3,3.1,2.6,2.9,2.1,2.6,1.7,1.8,2.3,2.6,,,,,1,6,0
Ludwig-Maximilians-Universität München,Fakultät für Betriebswirtschaft at the LMU München,"2,540",,"2,540",b,0.979,0.848,2.3,2.1,1.9,1.9,2.4,2.2,2.1,2.1,1.7,1.9,1.9,,,,,1,5,0
Ludwig-Maximilians-Universität München,Fakultät für Chemie und Pharmazie at the LMU München,920,425,495,b,,,,2.3,,1.6,,,,,,,1.9,,,,,1,2,0
Ludwig-Maximilians-Universität München,"Fakultät für Mathematik, Informatik und Statistik at the LMU München","2,120",484,"1,636",,0.61,0.544,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Medizinische Fakultät at the LMU München,730,,730,,0.917,,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Volkswirtschaftliche Fakultät at the LMU München,"1,270",,"1,270",c,0.96,0.781,2.1,2,1.9,1.7,2.3,2.3,1.9,2.2,1.5,1.9,1.8,,,,,1,3,0
Ludwig-Maximilians-Universität München,Fakultät für Psychologie und Pädagogik at the LMU München,610,140,470,,0.962,0.951,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Fakultät für Sprach- und Literaturwissenschaften at the LMU München,920,180,740,,0.949,0.904,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Fakultät für Geowissenschaften at the LMU München,790,37,753,,0.876,,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Fakultät für Geowissenschaften at the LMU München,470,160,310,b,0.976,0.814,2.1,2.4,2.2,1.8,2.8,2.6,2.5,2,1.8,2,2,d,a,d,e,1,4,0
Ludwig-Maximilians-Universität München,Fakultät für Sprach- und Literaturwissenschaften at the LMU München,"1,410",470,940,,0.908,0.807,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Juristische Fakultät at the LMU München,"4,820",,"4,820",,,,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,"Fakultät für Mathematik, Informatik und Statistik at the LMU München","2,540",331,"2,209",,0.865,0.723,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Medizinische Fakultät at the LMU München,"5,990",,"5,990",b,0.924,,2.2,2.3,2.5,1.9,2.1,1.9,2.7,1.7,1.5,1.9,1.9,,,,,0,1,0
Ludwig-Maximilians-Universität München,Fakultät für Chemie und Pharmazie at the LMU München,960,21,939,,0.692,,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Fakultät für Physik at the LMU München,"1,780",566,"1,214",b,0.78,,2.3,2.5,2.4,1.7,2.3,,2.1,2.2,1.6,1.8,2,c,b,,,2,4,0
Ludwig-Maximilians-Universität München,Sozialwissenschaftliche Fakultät at the LMU München,770,117,653,,0.955,,,,,,,,,,,,,,,,,0,0,0
Ludwig-Maximilians-Universität München,Fakultät für Psychologie und Pädagogik at the LMU München,810,330,480,c,0.932,0.885,1.9,2.1,2.6,1.6,2.5,2.9,2.8,2.8,1.9,2.4,2,d,c,,,1,4,0
Ludwig-Maximilians-Universität München,Fakultät für Sprach- und Literaturwissenschaften at the LMU München,530,80,450,b,0.894,0.912,1.9,2.4,2.2,1.7,2.4,3.3,1.9,2.2,1.8,2.2,2,c,c,,,2,2,0
Technische Universität München,Fakultät für Architektur at the TU München,"1,490",510,980,c,0.944,0.681,2.2,2.1,2.1,1.8,2.1,2.4,1.6,2.3,1.7,1.6,1.8,c,c,,,1,3,0
Technische Universität München,Fakultät für Wirtschaftswissenschaften at the TU München,"5,200",,"5,200",b,0.884,0.72,2.2,2,1.7,1.8,2.1,1.9,2,1.8,1.4,1.6,1.8,,,,,1,4,0
Technische Universität München,Fakultät für Wirtschaftswissenschaften - FIM at the TU München,100,,100,,,1,,,,,,,,,,,,,,,,0,1,0
Technische Universität München,Ingenieurfakultät Bau Geo Umwelt at the TU München,920,360,560,c,0.841,0.391,2.3,2.5,1.7,2.1,3.1,2.9,2.2,2.8,,2,1.8,d,a,e,e,2,6,0
Technische Universität München,Fakultät für Elektrotechnik und Informationstechnik at the TU München,50,50,0,b,,,,,,,,,,,,,,,b,,c,1,4,0
Technische Universität München,Ingenieurfakultät Bau Geo Umwelt at the TU München,920,360,560,c,0.841,0.391,2.3,2.5,1.7,2.1,3.1,2.9,2.2,2.8,,2,1.8,d,a,e,e,2,6,0
