name,department_name,teaching_staff_at_the_department,total_number_of_students,number_of_master_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,share_of_anglophone_research_groups,teacher_support,support_in_studies,courses_offered,teaching_of_technical/professional_competence,teaching_of_methodological_competence,teaching_of_interdisciplinary_competence,study_organisation,exams,laboratory_internships,excursions,research_orientation,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,schoolpractice,teacher_qualification_students,teacher_qualification_programmes,teacher_qualification_centre,teacher_qualification_monitor_in_german,further_degree_courses_of_the_department,degree_courses,url,percentage_of_teaching_by_practitioners,graduations_in_appropriate_time_masters,outgoing_students,bachelor_theses_in_cooperation_with_work_environment,master_theses_in_cooperation_with_work_environment,share_of_professors_with_work_experience,publications_per_professor,third_party_funds_per_academic,doctorates_per_professor,research_reputation,return_rate_of_the__questionnaires,students_in_cooperative_education,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,publications_per_academic,transition_to_masters_studies,provision_of_instruments_pre_clinical,provision_of_instruments_for_clinical_studies,citations_per_publication,third_party_funds_per_professor,habilitation_treatises_in_ten_years,dentists_chairs,phantom_heads,laboratories,share_of_external_repetitions_visited,exam_preparation,exams_preparation___specific_offers,exams_preparation___training,exams_preparation___addiotional_services,exam_results,assistance_with_exam_preparation,self_study_places,habilitation_treatises_per_ten_professors,support_in_bedside_teaching,dovetailing_of_pre_clinic_and_clinic_studies,clerkship,skills_labs,cooperative_doctoral_degrees_in_three_years,support_during_practical_semester,sports_facilities,publications_per_professor_in_business_administration,publications_per_professor_in_economics,professional_qualification_for_architects,scientific_artistical_orientation,workstations,professors_with_own_engineering_company,extent_of_interlinking,coordination_of_theory_and_practice_phases,subject_specific_equipment,study_quality_funds_for_excursions
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",,130,130,no data available,no bachelors' degree programme,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Process Engineering – Process Intensification (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41308'}]",https://ranking.zeit.de/che/en/fachbereich/604271,18.0%,43.6%,0.0%,no data,72.9%,,,,,,,,,,no bachelors' degree programme,7/11points,,,,,,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Köln,Fakultät für Angewandte Sozialwissenschaften at the TH Köln,,"2,360",,10/14points,70.3%,,2.5,2.6,3.0,,,,3.2,2.8,,,,2.8,2.4,2.6,2.3,2.6,2.9,,,,,,,"[{'name': 'Social Work (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18496'}, {'name': 'Social Work – part-time (B.A., part-time)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32693'}, {'name': 'Consulting and Representation in Social Law (M.A., extra-occupational)', 'url': 'https://ranking.zeit.de/che/en/studiengang/14041'}, {'name': 'Education and Management in Social Work (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18497'}]",https://ranking.zeit.de/che/en/fachbereich/100358,no data,33.3%,< 1 %,no data,no data,37.8%,,,,,,0,,,4/12points,,,,,,,5.0,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 4 Life Science Technologies at the TH OWL/Lemgo,,470,no data,no data available,69.4%,,2.6,2.5,2.9,,,,2.0,2.2,,,,2.5,2.5,2.7,2.0,2.7,2.5,,,,,,Food Technology (B); Pharmaceutical Engineering (B); Technology of Cosmetics and Detergents (B); Industrial Biotechnology (B); Life ScienceTechnologies (Mas),[],https://ranking.zeit.de/che/en/fachbereich/500492?subfach=112,no data,no data available,no data,no data,no data,no data,,,,,,,,,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Wirtschaftswissenschaften at the TH OWL/Lemgo,,470,,11/14points,63.5%,,1.6,1.8,,,,,1.4,,,,,1.7,1.5,1.9,1.8,1.7,1.7,,,,,,,"[{'name': 'Business Administration (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/19697'}, {'name': 'Management of Medium-sized Businesses (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38695'}]",https://ranking.zeit.de/che/en/fachbereich/410171,15.0%,no graduates yet,< 1 %,26.6%,100.0%,66.0%,,,,,,,6/12points,6/12points,10/12points,11/12points,,,,,,4.5,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Wirtschaftswissenschaften at the TH OWL/Lemgo,,no data,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,"[{'name': 'Business Psychology (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/42567'}]",https://ranking.zeit.de/che/en/fachbereich/605456,no data,,no data,no data,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 4 Life Science Technologies at the TH OWL/Lemgo,,470,no data,no data available,69.4%,,2.6,2.5,2.9,,,,2.0,2.2,,,,2.5,2.5,2.7,2.0,2.7,2.5,,,,,,Food Technology (B); Pharmaceutical Engineering (B); Technology of Cosmetics and Detergents (B); Industrial Biotechnology (B); Life ScienceTechnologies (Mas),[],https://ranking.zeit.de/che/en/fachbereich/500492?subfach=111,no data,no data available,no data,no data,no data,no data,,,,,,,,,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 5 Elektrotechnik und Technische Informatik at the TH OWL/Lemgo,,120,no data available,12/14points,45.5%,,less than 15 answers,less than 15 answers,less than 15 answers,,,,less than 15 answers,less than 15 answers,,,,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,,,,,,none,"[{'name': 'Computer Engineering (B.Cs.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/27007'}]",https://ranking.zeit.de/che/en/fachbereich/490996,no data,no data available,0.0%,no data,no data,no data,,,,,,27,2/9points,,11/11points,,,,,,,301.1,,,,,,,,,,,,,,,,,,8,less than 15 answers,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 5 Elektrotechnik und Technische Informatik at the TH OWL/Lemgo,,260,100,13/14points,68.4%,,1.9,2.0,2.1,,,,1.5,2.0,,,,1.9,,,,1.9,1.8,,,,,,"yes, please see department website","[{'name': 'Electrical Engineering (B.Sc., cooperate education possible)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35407'}]",https://ranking.zeit.de/che/en/fachbereich/9079,20.3%,no data available,no data,44.0%,no data,no data,,,,,,,2/9points,,6/11points,no data,,,,,,257.2,,,,1.5,,,,,,,,,,,,,,11,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Produktions- und Holztechnik at the TH OWL/Lemgo,,230,,10/12points,41.2%,,2.0,2.0,,,,,1.7,2.1,,,,,,,,,,,,,,,,"[{'name': 'Industrial Engineering (B.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25448'}]",https://ranking.zeit.de/che/en/fachbereich/430700,15.0%,no data,no data,79.4%,no data,80.0%,,,,,,,,,10/12points,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,,410,90,9/14points,64.9%,,1.5,1.7,2.0,,,,1.2,,,,,,,,,,1.9,,,,,,none,"[{'name': 'Mechanical Engineering (B.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35696'}, {'name': 'Future Energies (B.Eng.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35697'}, {'name': 'Mechanical Engineering (M.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37408'}]",https://ranking.zeit.de/che/en/fachbereich/10031?subfach=117,4.0%,64.3%,0.0%,71.4%,72.2%,50.0%,,,,,,,,,6/11points,6/11points,,1.4,,,,39.9,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 7 Produktion und Wirtschaft at the TH OWL/Lemgo,,no data available,no data,no data available,no data available,,no survey,no survey,no survey,,,,no survey,,,,,,no survey,,,,no survey,,,,,,Production Engineering (B.Eng.); Production and Management (M.Eng.),[],https://ranking.zeit.de/che/en/fachbereich/600828?subfach=117,no data,no data available,no data,no data,no data,no data,,,,,,,,,no data,no data,,no survey,,,,no data,,,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,,410,90,9/14points,64.9%,,1.5,1.7,2.0,,,,1.2,,,,,,,,,,1.9,,,,,,none,"[{'name': 'Mechanical Engineering (B.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35696'}, {'name': 'Future Energies (B.Eng.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35697'}, {'name': 'Mechanical Engineering (M.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37408'}]",https://ranking.zeit.de/che/en/fachbereich/10031?subfach=109,4.0%,64.3%,0.0%,71.4%,72.2%,50.0%,,,,,,,,,6/11points,6/11points,,1.4,,,,39.9,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,,100,no data available,9/14points,78.8%,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Mechatronics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/16474'}]",https://ranking.zeit.de/che/en/fachbereich/500298,2.0%,63.6%,0.0%,73.5%,no data,50.0%,,,,,,40,2/9points,not ranked,6/11points,no data,,,,,,39.9,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,,340,no data,9/14points,37.7%,,2.7,3.0,2.7,,,,2.5,3.2,,,,2.8,,2.0,1.6,2.1,3.0,,,,,,none,"[{'name': 'Bio- und Nanotechnology (B.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37070'}, {'name': 'Life Science Engineering (M.Sc., cooperate education)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41103'}]",https://ranking.zeit.de/che/en/fachbereich/600818?subfach=112,30.0%,no graduates in the years surveyed; source: department survey,no data,no data,no data,no data,,,,,,,,,3/11points,4/11points,,,,,,,,,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,,490,no Master's degree courses offered,no data available,"not calculated, less <10 graduates/year; source: department survey",,rank group not assignable,2.1,3.0,,,,1.7,2.1,,,,less than 15 answers,less than 15 answers,1.6,1.6,2.0,2.3,,,,,,none,"[{'name': 'Computer Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/15275'}, {'name': 'Applied Computer Science (combined degree course B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40395'}]",https://ranking.zeit.de/che/en/fachbereich/420488,no data,no master's degree programmes,no data,no data,no master programmes,100.0%,,,,,,134,not ranked,,Not enough data available,,,,,,,no data,,,,,,,,,,,,,,,,,,no data,less than 15 answers,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,,20,no data,9/14points,no graduates in the years surveyed; source: department survey,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Materials and Surfaces (B.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41236'}]",https://ranking.zeit.de/che/en/fachbereich/604373?subfach=108,no data,not calculated due to less than 10 graduates/year; source: german federal statistical office,no data,no data,no data,33.0%,,,,,,,,,3/11points,no data,,,,,,no data,,,,,,,,,,,,,,,,,,no data,,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,,"1,220",300,13/14points,45.0%,,no survey,no survey,no survey,,,,no survey,2.2,,,,2.2,no survey,1.7,,1.7,no survey,,,,,,none,"[{'name': 'Combined course of study in Mechanical Engineering (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37311'}, {'name': 'Automotive (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35799'}, {'name': 'Product development/construction (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35802'}, {'name': 'Combined course of study in Plastics Engineering (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37309'}, {'name': 'Manufacturing Engineering (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35800'}, {'name': 'Plastics Engineering (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35801'}, {'name': 'combined course of study in Mechanical Engineering (M.A.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37310'}, {'name': 'Integrated Product Development (M.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35803'}]",https://ranking.zeit.de/che/en/fachbereich/10086?subfach=109,30.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,0.0%,97.1%,95.8%,70.0%,,,,,,,,,7/11points,5/11points,,no survey,,,,no data,,,,1.6,,,,,,,,,,,,,,5,2.1,,,,,,,,,,,
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,,230,no data available,13/14points,<10 graduades/year in at least one of the years surveyed; source: department survey,,,,2.9,,,,1.8,2.5,,,,2.6,,2.0,,1.8,2.7,,,,,,none,"[{'name': 'Mechatronics (B.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/16547'}, {'name': 'Mechatronics (combined course of study)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36576'}]",https://ranking.zeit.de/che/en/fachbereich/500337,30.0%,no data available,1.0%,100.0%,no data,70.0%,,,,,,,3/9points,not ranked,8/11points,no data,,,,,,no data,,,,1.8,,,,,,,,,,,,,,0,,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Architektur at the FH Münster,,930,310,11/12points,65.9%,,1.8,1.8,2.0,,,,1.6,1.8,,1.3,,2.2,2.0,1.7,1.4,1.6,1.6,,,,,,none,"[{'name': 'Architecture (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35046'}, {'name': 'Architecture (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35047'}]",https://ranking.zeit.de/che/en/fachbereich/7050,,31.1%,1.0%,,,,,,,,,,5/10points,7/10points,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,1.6,2.3,,,,,14.0T € / student
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,,"2,200",,12/14points,79.8%,,1.8,2.5,2.9,,,,1.7,2.3,,,,2.0,,1.6,2.2,1.9,,,,,,,,"[{'name': 'Business Administration (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18138'}, {'name': 'Business Administration with practical semester (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38490'}, {'name': 'German-Latin American course in Business Administration (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18137'}, {'name': 'European Business Programme (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32529'}, {'name': 'Auditing, Finance and Taxation (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25650'}, {'name': 'International Marketing and Sales (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38491'}, {'name': 'International Supply Chain Management (MSCM)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25649'}, {'name': 'Logistics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/14013'}, {'name': 'Business Administration and Taxation (B.A., dual course)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38212'}, {'name': 'Business Administration VWA (B.A., cooperate education)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25430'}, {'name': 'Business Administration (B.A., career-integrated)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41672'}, {'name': 'Digital Business & Innovation Management (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41674'}, {'name': 'Taxation (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41675'}, {'name': 'Accounting, Controlling, Finance (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41673'}]",https://ranking.zeit.de/che/en/fachbereich/100041,12.0%,50.6%,6.0%,18.8%,48.5%,100.0%,,,,,,320,7/12points,6/12points,6/12points,6/12points,,,,,,5.4,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,7/10points,2.5,,
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,,310,,8/12points,76.6%,,1.7,1.8,2.2,,,,1.3,2.4,,,,1.7,2.7,1.3,1.7,1.4,1.5,,,,,,,"[{'name': 'Business Informatics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25108'}, {'name': 'Business Informatics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32229'}, {'name': 'Business informatics in part-time (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/42605'}]",https://ranking.zeit.de/che/en/fachbereich/9500580,2.0%,85.7%,1.0%,100.0%,97.6%,80.0%,,,,,,,3/13points,1/13points,8/12points,5/12points,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Bauingenieurwesen at the FH Münster,38,"1,460",320,8/14points,69.5%,,2.2,2.6,2.8,,,,2.2,2.0,,1.7,,1.7,3.0,1.3,,1.6,2.3,,,,,,none,"[{'name': 'Civil Engineering (B.Eng.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35190'}, {'name': 'Building and Conservation (B)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35191'}, {'name': 'Construction Site Management (B.Eng., part time)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35192'}, {'name': 'Civil Engineering (M.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35193'}, {'name': 'Civil Engineering (B.Eng., cooperate education)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37910'}]",https://ranking.zeit.de/che/en/fachbereich/8055?subfach=104,23.0%,28.7%,0.0%,81.9%,83.3%,100.0%,,,,,,90,1/9points,0/9points,8/12points,7/12points,,2.3,,,,36.6,,,,no survey,,,,,,,,,,,,,,,1.5,,,,,,,15.0%,4/10points,no survey,,
Fachhochschule Münster,Fachbereich Pflege und Gesundheit at the FH Münster,,110,no data available,no data available,100.0%,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,"Nursing and Health Management (B.A.); Nursing (B.Sc., dual); Therapy and Health Management (B.Sc.); Vocational Education in Healthcare, Field of Therapy (B.A.); Vocational Education in Healthcare, Field of Care (B.A.); Vocational Education in Healthcare (B.A.); Vocational Education in Healthcare (B.A.); Nursing/Franchise Neuendettelsau (B.Sc., dual); Health Science and Nursing (B.A., TQ Berufskolleg); Health Science and Nursing (M.Ed., TQ Berufskolleg); Management in Healthcare facilities (M); Education in Healthcare (M.A.); Education in Healthcare (M.A. Franchise Bethel); Education in Healthcare (M.A. Franchise Neuendettelsau)",[],https://ranking.zeit.de/che/en/fachbereich/420180,,,,,,,,,,,,no data available,,,No data available,No data available,,,,,,no data,,,,,,,,,,,,,,,,,,no data,no survey,,,,,,,,,,,
Fachhochschule Münster,Fachbereich Sozialwesen at the FH Münster,,"2,270",,no data,80.7%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/100359,no data,84.2%,no data,no data,no data,no data,,,,,,no data,,,,,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hochschule Niederrhein,Fachbereich 01 Chemie at the HS Niederrhein/Krefeld,,830,no data,9/14points,66.3%,,2.8,3.2,3.1,,,,2.5,2.4,,,,3.1,4.3,2.9,2.4,2.8,3.0,,,,,,none,"[{'name': 'Chemistry and Biotechnology (B.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35967'}, {'name': 'Chemical Engineering (B.Eng.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35968'}, {'name': 'Chemistry and Biotechnology (B, cooperative, dual subject)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35969'}, {'name': 'Chemical Engineering (B, dual)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35970'}, {'name': 'Applied Chemistry (M.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35971'}, {'name': 'Chemical Engineering (M.Eng.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35972'}, {'name': 'Chemical Engineering (M.Eng., part time)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35973'}, {'name': 'Chemistry and Bioengineering (B.Sc., part-time)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41063'}, {'name': 'Chemical Engineering (B.Eng., part-time)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41064'}, {'name': 'Applied Chemistry - part time (M.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41065'}]",https://ranking.zeit.de/che/en/fachbereich/11006?subfach=111,no data,77.0%,0.0%,69.9%,79.3%,no data,,,,,,,,,4/11points,2/11points,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
Hochschule Niederrhein,Fachbereich Elektrotechnik und Informatik at the HS Niederrhein/Krefeld,,"1,020",46,no data available,71.2%,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,Computer Science (B.Sc.); Computer Science dual (B.Sc.); Computer Science part-time (B.Sc.); Computer Science part-time (M.Sc.); Computer Science (M.Sc.),[],https://ranking.zeit.de/che/en/fachbereich/420471,no data,80.0%,no data,no data,no data,no data,,,,,,no data available,no data available,no data available,No data available,,,no survey,,,,no data,,,,,,,,,,,,,,,,,,no data,no survey,,,,,,,,,,,
Hochschule Niederrhein,Fachbereich 03 Elektrotechnik und Informatik at the HS Niederrhein/Krefeld,,490,80,no data,39.0%,,,,,,,,,no survey,,,,no survey,,no survey,,no survey,,,,,,,"Electrical Engineering (B); Electrical and Electronic Engineering, part-time course of study (B); Electrical Engineering (Mas); Electrical and Electronic Engineering, part-time course of study (Mas); Electrical Engineering (B, dual)",[],https://ranking.zeit.de/che/en/fachbereich/9074,no data,no data available,no data,no data,no data,no data,,,,,,no data,,,no data,no data,,,,,,no data,,,,no survey,,,,,,,,,,,,,,no data,no survey,,,,,,,,no sufficient data,no survey,,
Hochschule Niederrhein,Fachbereich Wirtschaftsingenieurwesen at the HS Niederrhein/Krefeld,,950,,no data,40.0%,,no survey,no survey,,,,,no survey,no survey,,,,,no survey,no survey,no survey,no survey,no survey,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/13046,no data,81.2%,no data,no data,no data,no data,,,,,,no data,,,,,,,,,,,,,,no survey,,,,,,,,,,,,,,,,,,,,,,,,no survey,,
Hochschule Niederrhein,Fachbereich 04 Maschinenbau und Verfahrenstechnik at the HS Niederrhein/Krefeld,,830,130,12/14points,48.5%,,,,,,,,,2.0,,,,2.1,,,,1.8,,,,,,,none,"[{'name': 'Mechanical Engineering (B)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35833'}, {'name': 'Product Development in Mechanical Engineering (Mas)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35835'}, {'name': 'Mechanical Engineering (B, dual)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35834'}, {'name': 'Mechanical Engineering – part-time (B.Eng.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41179'}]",https://ranking.zeit.de/che/en/fachbereich/10107?subfach=109,8.0%,75.0%,no data,97.4%,89.9%,100.0%,,,,,,180,,,5/11points,3/11points,,,,,,no data,,,,1.7,,,,,,,,,,,,,,0,,,,,,,,,5/10points,2.5,,
Hochschule Niederrhein,Fachbereich 04 Maschinenbau und Verfahrenstechnik at the HS Niederrhein/Krefeld,,120,no data available,no data,"not ranked, programmes are being restructured",,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,,no survey,no survey,,,,,,"Mechatronics (B); Mechatronics (B.Eng., part-time); Mechatronik - Dual (Ausbildung oder Trainee) (B.Eng.)",[],https://ranking.zeit.de/che/en/fachbereich/500574,no data,"not ranked, programmes are being restructured",no data,no data,no data,no data,,,,,,,not ranked,not ranked,no data,no data,,,,,,no data,,,,no survey,,,,,,,,,,,,,,no data,no survey,,,,,,,,,,,
Hochschule Niederrhein,Fachbereich Gesundheitswesen at the HS Niederrhein/Krefeld,,no data available,no Master's degree courses offered,11/14points,no graduates at the time of data collection,,no survey,no survey,no survey,,,,no survey,no survey,,,,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,none,"[{'name': 'Nursing (B.Sc., part-time)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40630'}, {'name': 'Cooperate Education in Nursing (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40629'}]",https://ranking.zeit.de/che/en/fachbereich/604143,,,,,,,,,,,,no data available,,,11/11points,,,,,,,no data,,,,,,,,,,,,,,,,,,none,no survey,,,,,,,,,,,
Hochschule Niederrhein,Fachbereich 04 Maschinenbau und Verfahrenstechnik at the HS Niederrhein/Krefeld,,240,10,12/14points,39.4%,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Process Engineering (B.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36765'}, {'name': 'Process Engineering in part-time (B.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41301'}, {'name': 'Computer Aided Process Engineering (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/27900'}, {'name': 'Computer Aided Process Engineering (M.Sc., part-time)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41302'}, {'name': 'Process Engineering (dual degree course) (Apprenticeship or Trainee) (B.Eng.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41303'}]",https://ranking.zeit.de/che/en/fachbereich/500711,8.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,no data,91.8%,83.3%,,,,,,,,,,5/11points,3/11points,,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
