name,department_name,program_name,type_of_degree_course,standard_period_of_study,total_credits,teaching_profile,interdisciplinarity,credits_for_laboratory_practicals,excursions,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance,url,proportion_of_international_students,share_of_foreign_language_courses,applicants/places_ratio,subject_orientation,practical_elements_in_the_degree_course,mandatory_study_period_abroad,combined_study_programme_with_foreign_hei,international_orientation:_studies_abroad,international_orientation:_students_mobility,international_orientation:_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environment:_internships,contact_with_work_environment:_case_studies,contact_with_work_environment:_external_staff_members,contact_with_work_environment:_theses_in_cooperation_with_work_environment,contact_with_work_environment,mode_of_admission,contact_with_work_environment:_excursions,study_duration_median,share_of_ects_in_international_law,key_skills,admission_requirements,international_orientation:_credits_for_courses_in_intercultural_competence,preliminary_internship,coursework_composition,credits_aquired_at_the_practice_partner,extent_of_interlinking_of_this_programme,extent_of_interlinking:_study_contents,extent_of_interlinking:_support,extent_of_interlinking:_institutionel_level,cooperative_education:_contact_persons,cooperative_education:_outcome_control,cooperative_education:_content_linking,cooperative_education:_courses,cooperative_education:_student_exchange_in_theory/practical_phase,cooperative_education:_selection_process,cooperative_education:_salary,number_of_credits_for_international_law,dual_course_of_study:_success_rate,dual_course_of_study:_contract_modalities,scope_of_compulsory_laboratory_courses
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,"Architektur (B.A., cooperate education)","cooperative education programme, full-time, practice-integrated",7semesters,210,"197 credits in mandatory modules, 13 credits in compulsory elective modules",,,no mandatory excursions,,0,no graduates until WS 2017/18,not calculated for cooperate education programmes,,https://ranking.zeit.de/che/en/studiengang/40806,,0.0%,,,,,,,,,,,,,,,limited number of places,,,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Wirtschaft at the HAW Augsburg,Business Administration (B.A.),"Presence learning programme, full-time programme, dual integrated apprenticeship or dual with integration of practice phases",7semesters,210,,,,,549,169,101,82.7%,44:56[%m:%f],https://ranking.zeit.de/che/en/studiengang/18058,9.0%,0.0%,,,18 weeks practice/internship outside university mandatory; 15 ECTS max. countable for practice-oriented courses,mandatory for joint prgramme degree,"yes,  joint programme degree is optional",3/4points,1/3points,0/3points,4/12points,4/4points,2/3points,3/3points,2/2points,11/12points,"limited number of places, 130 places",,,,,,0/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Wirtschaft at the HAW Augsburg,International Management (B.A.),"Presence learning programme, full-time programme, dual integrated apprenticeship or dual with integration of practice phases",7semesters,210,,,,,497,152,70,77.0%,33:67[%m:%f],https://ranking.zeit.de/che/en/studiengang/18059,17.0%,60.0%,,,18 weeks practice/internship outside university mandatory; 10 ECTS max. countable for practice-oriented courses,mandatory,"yes,  joint programme degree is optional",3/4points,2/3points,2/3points,8/12points,4/4points,2/3points,3/3points,2/2points,11/12points,"limited number of places, 25 places",,,,,,1/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Wirtschaft at the HAW Augsburg,International Business and Finance (M.A.),,3semesters,90,,,,,54,24,28,40.0%,35:65[%m:%f],https://ranking.zeit.de/che/en/studiengang/18057,80.0%,100.0%,,,5 ECTS max. countable for practice-oriented courses,mandatory,"yes,  joint programme degree is optional",3/4points,3/3points,3/3points,10/12points,0/4points,1/3points,2/3points,2/2points,5/12points,"limited number of places, 25 places",,,,,,1/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Wirtschaft at the HAW Augsburg,Human Resources Management (M.A.),,3semesters,90,,,,,66,31,29,51.7%,17:83[%m:%f],https://ranking.zeit.de/che/en/studiengang/25555,3.0%,0.0%,,,not mandatory,mandatory for joint prgramme degree,"yes,  joint programme degree is optional",3/4points,1/3points,0/3points,5/12points,0/4points,0/3points,2/3points,2/2points,4/12points,"limited number of places, 25 places",,,,,,1/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Wirtschaft at the HAW Augsburg,Taxation and Accounting (M.A.),,3semesters,90,,,,,42,22,23,89.1%,31:69[%m:%f],https://ranking.zeit.de/che/en/studiengang/18056,2.0%,0.0%,,,2 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,1/4points,1/3points,0/3points,2/12points,0/4points,0/3points,2/3points,2/2points,4/12points,"limited number of places, 130 places",,,,,,0/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Informatik at the HAW Augsburg,Business Informatics (B.Sc.),"Presence learning programme, full-time programme, dual with integration of practice phases, equally management and computing oriented",7semesters,210,,,,,no data,no data,no data,no data,,https://ranking.zeit.de/che/en/studiengang/18591,no data,20.0%,,,20 weeks practice/internship outside university mandatory; 16 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,"yes,  joint programme degree is optional",4/5points,0/3points,1/3points,7/13points,4/4points,2/3points,0/3points,0/2points,6/12points,limited number of places,,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Informatik at the HAW Augsburg,Business Information Systems (M.Sc.),"Presence learning programme, full-time programme, dual with integration of practice phases, equally management and computing oriented",3semesters,90,,,,,no data,no data,no data,no data,,https://ranking.zeit.de/che/en/studiengang/32653,no data,33.0%,,,5 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,"yes,  joint programme degree is optional",4/5points,0/3points,2/3points,8/13points,4/4points,1/3points,0/3points,0/2points,5/12points,limited number of places,,,,,,2/2Points,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,Civil Engineering (B.Eng.),"presence learning programme, full-time",7semesters,210,,,,no mandatory excursions,328,76,73,90.3%,68:32[%m:%f],https://ranking.zeit.de/che/en/studiengang/35073,6.0%,15.0%,,Civil Engineering,15 weeks practice/internship outside the university obligatory; 30 ECTS max. permissible for non-obligatory internships,"no, but credits for study abroad eligible",no,1/4points,1/2points,1/3points,3/9points,2/4points,0/3points,0/2points,1/2points,3/12points,number of places not limited,0/1points,9.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,Energy-Efficient Planning and Construction (B.Eng.),"presence learning programme, full-time",7semesters,210,,,,no mandatory excursions,306,86,47,94.7%,52:48[%m:%f],https://ranking.zeit.de/che/en/studiengang/35075,5.0%,30.0%,,Civil Engineering,18 weeks practice/internship outside the university obligatory; 24 ECTS max. permissible for non-obligatory internships,"no, but credits for study abroad eligible",no,1/4points,1/2points,2/3points,4/9points,2/4points,0/3points,0/2points,1/2points,3/12points,"limited number of places, 66 places",0/1points,7.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,Energy-Efficient Design (M.Eng.),"presence learning programme, full-time",3semesters,90,,,,no mandatory excursions,81,34,26,11.5%,44:56[%m:%f],https://ranking.zeit.de/che/en/studiengang/35076,10.0%,50.0%,,Civil Engineering,,"no, but credits for study abroad eligible",no,1/4points,2/2points,3/3points,6/9points,,,,,Not enough data available,"limited number of places, 8 places",,6.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,Project Management in Building and Property/Facade/Interior Finishing (M.Eng.),"presence learning programme, extra-occupational",5semesters,90,,,,no mandatory excursions,88,29,20,84.6%,72:28[%m:%f],https://ranking.zeit.de/che/en/studiengang/35077,12.0%,15.0%,,Civil Engineering,,no data,no,1/4points,2/2points,1/3points,4/9points,,,,,Not enough data available,"limited number of places, 28 places",,6.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,General Civil Engineering (M.Eng.),"presence learning programme, full-time",3semesters,90,,,,no mandatory excursions,40,16,24,40.4%,68:32[%m:%f],https://ranking.zeit.de/che/en/studiengang/35074,2.0%,30.0%,,Civil Engineering,20 ECTS max. permissible for non-obligatory internships,not scheduled,no,1/4points,0/2points,2/3points,3/9points,1/4points,0/3points,0/2points,1/2points,2/12points,"limited number of places, 30 places",0/1points,5.0semesters,,,,,,,,,,,,,,,,,,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,"Civil Engineering (B.Eng., cooperate education)","cooperative education programme, full-time, practice-integrated",7semesters,210,,,,no mandatory excursions,10,3,<10,,90:10[%m:%f],https://ranking.zeit.de/che/en/studiengang/40817,0.0%,15.0%,,Civil Engineering,,"no, but credits for study abroad eligible",no,,,,,,,,,,number of places not limited,,,,,,,,,0,,,,,Academic contact person at the university.,No joint outcome control with the practice partner,The timing of the theoretical and practical phases is mandatory and recorded in the training plan. No contents to be carried out at the practice partner should be recorded in the training plan.,Courses between dual and non-dual students are not separated,no data,There is a selection procedure at the university as well as at the practice partner,,,,,
Hochschule für angewandte Wissenschaften Augsburg,Fakultät für Architektur und Bauwesen at the HAW Augsburg,"Energy-Efficient Planning and Construction (B.Eng., part-time)","cooperative education programme, full-time, practice-integrated",7semesters,210,,,,no mandatory excursions,1,1,<10,,0:100[%m:%f],https://ranking.zeit.de/che/en/studiengang/40818,0.0%,30.0%,,Civil Engineering,,"no, but credits for study abroad eligible",no,,,,,,,,,,limited number of places,,,,,,,,,0,,,,,Academic contact person at the university.,No joint outcome control with the practice partner,The timing of the theoretical and practical phases is mandatory and recorded in the training plan. No contents to be carried out at the practice partner should be recorded in the training plan.,Courses between dual and non-dual students are not separated,no data,There is a selection procedure at the university as well as at the practice partner,,,,,
