name,department_name,program_name,type_of_degree_course,standard_period_of_study,total_credits,teaching_profile,interdisciplinarity,credits_for_laboratory_practicals,excursions,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance,url,proportion_of_international_students,share_of_foreign_language_courses,applicants/places_ratio,subject_orientation,practical_elements_in_the_degree_course,mandatory_study_period_abroad,combined_study_programme_with_foreign_hei,international_orientation:_studies_abroad,international_orientation:_students_mobility,international_orientation:_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environment:_internships,contact_with_work_environment:_case_studies,contact_with_work_environment:_external_staff_members,contact_with_work_environment:_theses_in_cooperation_with_work_environment,contact_with_work_environment,mode_of_admission,contact_with_work_environment:_excursions,study_duration_median,share_of_ects_in_international_law,key_skills,admission_requirements,international_orientation:_credits_for_courses_in_intercultural_competence,preliminary_internship,coursework_composition,credits_aquired_at_the_practice_partner,extent_of_interlinking_of_this_programme,extent_of_interlinking:_study_contents,extent_of_interlinking:_support,extent_of_interlinking:_institutionel_level,cooperative_education:_contact_persons,cooperative_education:_outcome_control,cooperative_education:_content_linking,cooperative_education:_courses,cooperative_education:_student_exchange_in_theory/practical_phase,cooperative_education:_selection_process,cooperative_education:_salary,number_of_credits_for_international_law,dual_course_of_study:_success_rate,dual_course_of_study:_contract_modalities,scope_of_compulsory_laboratory_courses
Albert-Ludwigs-Universität Freiburg,Technische Fakultät at the Uni Freiburg,Microsystems Engineering (M.Sc.),"presence learning programme, full-time",4semesters,120,no data,,,,79,16,36,26.8%,68:32[%m:%f],https://ranking.zeit.de/che/en/studiengang/35565,1.0%,57.0%,,"Engineering, interdisciplinary",16 ECTS max. permissible for practice-oriented courses,"no, but credits for study abroad eligible",no,0/4points,0/2points,3/3points,3/9points,0/4points,2/3points,0/2points,0/2points,2/11points,limited number of places,,5.9semesters,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Technische Fakultät at the Uni Freiburg,Intelligent Embedded Microsystems (M.Sc.),"distance learning, extra-occupational",5semesters,150,no data,,,,32,6,<10,"not calculated, <10 graduates/year",100:0[%m:%f],https://ranking.zeit.de/che/en/studiengang/35563,19.0%,0.0%,,"Engineering, interdisciplinary",50 ECTS max. permissible for practice-oriented courses,not scheduled,no,0/4points,2/2points,0/3points,2/9points,0/4points,3/3points,0/2points,0/2points,3/11points,limited number of places,,< 10 graduates,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Technische Fakultät at the Uni Freiburg,"Solar Energy Engineering (M.Sc., distance learning)","distance learning, extra-occupational",4semesters,60,no data,,,,27,14,no graduates until WS 2017/18,no graduates until WS 2017/18,74:26[%m:%f],https://ranking.zeit.de/che/en/studiengang/40953,96.0%,100.0%,,"Engineering, interdisciplinary",33 ECTS max. permissible for practice-oriented courses,not scheduled,no,,,,Not ranked,0/4points,3/3points,0/2points,0/2points,3/11points,limited number of places,,no graduates until WS 2017/18,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Rechtswissenschaftliche Fakultät at the Uni Freiburg,Law (St),,9semesters,,,,,,"2,249",366,,,46:54[%m:%f],https://ranking.zeit.de/che/en/studiengang/923,,,,,,,,,,,,,,,,,"limited number of places, 360 places",,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Rechtswissenschaftliche Fakultät at the Uni Freiburg,Law (LL.M.),"Presence learning programme, full-time programme for law graduates abroad",4semesters,no data,,,,,<10,<10,,,,https://ranking.zeit.de/che/en/studiengang/13647,,,,,,,,,,,,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Rechtswissenschaftliche Fakultät at the Uni Freiburg,Double Master German-French Law (LL.M.),,4semesters,120,,,,,14,<10,,,,https://ranking.zeit.de/che/en/studiengang/41980,,,,,,,,,,,,,,,,,"limited number of places, 20 places",,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Rechtswissenschaftliche Fakultät at the Uni Freiburg,EUCOR-Master (LL.M.),,3semesters,60,,,,,<10,<10,,,,https://ranking.zeit.de/che/en/studiengang/19034,,,,,,,,,,,,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Mathematik und Physik at the Uni Freiburg,Mathematics (B.Sc.),,6semesters,180,,,,,224,69,64,65.1%,67:33[%m:%f],https://ranking.zeit.de/che/en/studiengang/21454,6.0%,,no admission restriction,Mathematics,8 ECTS for optional practical projects/internships; 13 ECTS for practical courses,"no, but credits can be counted",no,1/4points,1/2points,0/3points,2/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Mathematik und Physik at the Uni Freiburg,"Mathematics (B.Sc./B.A., two-subject, option for TQ)",,6semesters,180,,no interdisciplinary study course,,,255,118,no graduates in the period of time surveyed,no graduates in the period of time surveyed,53:47[%m:%f],https://ranking.zeit.de/che/en/studiengang/40090,2.0%,,no admission restriction,Mathematics,3 weeks mandatory practical period/internship outside the university; 7 ECTS for optional practical projects/internships; 3 ECTS for practical courses,"no, but credits can be counted",no,,,,Not ranked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Mathematik und Physik at the Uni Freiburg,Mathematics (M.Sc.),,4semesters,120,,no interdisciplinary study course,,,125,40,36,23.9%,75:25[%m:%f],https://ranking.zeit.de/che/en/studiengang/21455,11.0%,3.0%,no admission restriction,Mathematics,21 ECTS for practical courses,"no, but credits can be counted",no,1/4points,2/2points,0/3points,3/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Chemie und Pharmazie at the Uni Freiburg,Pharmacy (State Examination),Presence learning programme; full-time programme,,,,,,,474,94,82,,29:71[%m:%f],https://ranking.zeit.de/che/en/studiengang/7428,,,760:90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Chemie und Pharmazie at the Uni Freiburg,Pharmaceutical Science (B.Sc.),,,,,,,,104,30,only calculated for state examination degree courses,,40:60[%m:%f],https://ranking.zeit.de/che/en/studiengang/27617,,,272:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Chemie und Pharmazie at the Uni Freiburg,Pharmaceutical Science  (M.Sc.),,4semesters,120,,,,,76,19,,,42:58[%m:%f],https://ranking.zeit.de/che/en/studiengang/27618,,,no admission restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Mathematik und Physik at the Uni Freiburg,Physics (B.Sc.),,6semesters,180,,no interdisciplinary study course,29 ECTS from compulsory subjects,,231,107,54,75.2%,82:18[%m:%f],https://ranking.zeit.de/che/en/studiengang/21041,4.0%,,no admission restriction,,,"no, but credits can be counted",no,1/4points,0/2points,0/3points,2/10points,,,,,,,,,1/1points,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Mathematik und Physik at the Uni Freiburg,"Physics (B, two-subject, optional TQ)",,6semesters,180,,no interdisciplinary study course,8 ECTS from compulsory subjects,,68,33,no graduates in the period of time surveyed,no graduates in the period of time surveyed,71:29[%m:%f],https://ranking.zeit.de/che/en/studiengang/40093,4.0%,,no admission restriction,,,"no, but credits can be counted",no,1/4points,0/2points,0/3points,2/10points,,,,,,,,,1/1points,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Mathematik und Physik at the Uni Freiburg,Physics (M.Sc.),,4semesters,120,,no interdisciplinary study course,no data,,120,32,32,63.5%,88:12[%m:%f],https://ranking.zeit.de/che/en/studiengang/21042,17.0%,,no admission restriction,,,"no, but credits can be counted",no,1/4points,2/2points,3/3points,7/10points,,,,,,,,,1/1points,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Fakultät für Mathematik und Physik at the Uni Freiburg,Applied Physics (M.Sc.),,4semesters,120,,no interdisciplinary study course,no data,,40,24,no graduates in the period of time surveyed,no graduates in the period of time surveyed,80:20[%m:%f],https://ranking.zeit.de/che/en/studiengang/40092,32.0%,,no admission restriction,,,"no, but credits can be counted",no,1/4points,2/2points,3/3points,7/10points,,,,,,,,,1/1points,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Philosophische Fakultät at the Uni Freiburg,Political Science (B.A.),Presence learning programme; full-time programme,,180,,no interdisciplinary study course,,,338,100,78,76.4%,55:45[%m:%f],https://ranking.zeit.de/che/en/studiengang/13981,5.0%,20.0%,486:70,,6 weeks mandatory practical period/internship outside the university; 4 ECTS for optional practical projects/internships; 20 ECTS for practical courses,"no, but credits can be counted",no,1/4points,1/2points,1/3points,3/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Philosophische Fakultät at the Uni Freiburg,Political Science (B.A. with optional TQ),,,180,,interdisciplinary study course,,,100,45,no graduates in the period of time surveyed,no graduates in the period of time surveyed,57:43[%m:%f],https://ranking.zeit.de/che/en/studiengang/34714,2.0%,20.0%,286:30,,3 weeks mandatory practical period/internship outside the university; 4 ECTS for optional practical projects/internships; 18 ECTS for practical courses,"no, but credits can be counted",no,1/4points,0/2points,1/3points,2/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Philosophische Fakultät at the Uni Freiburg,Applied Political Science (B.A.),Presence learning programme; full-time programme,,180,,interdisciplinary study course,,,76,27,24,95.9%,41:59[%m:%f],https://ranking.zeit.de/che/en/studiengang/18283,29.0%,50.0%,77:30,,27 weeks mandatory practical period/internship outside the university; 4 ECTS for optional practical projects/internships; 30 ECTS for practical courses,"yes, for the joint degree","yes, ""Joint degree"" mandatory",4/4points,2/2points,3/3points,9/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Philosophische Fakultät at the Uni Freiburg,Political Science (M.A.),,,120,,no interdisciplinary study course,,,75,31,18,5.7%,59:41[%m:%f],https://ranking.zeit.de/che/en/studiengang/18282,12.0%,25.0%,no admission restriction,,6 weeks mandatory practical period/internship outside the university; 18 ECTS for optional practical projects/internships; 10 ECTS for practical courses,"no, but credits can be counted",no,1/4points,2/2points,2/3points,5/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Philosophische Fakultät at the Uni Freiburg,Applied Political Science (M.A.),,,120,,no interdisciplinary study course,,,48,17,22,68.2%,33:67[%m:%f],https://ranking.zeit.de/che/en/studiengang/18284,44.0%,50.0%,17:30,,16 weeks mandatory practical period/internship outside the university; 10 ECTS for practical courses,"yes, for the joint degree","yes, ""Joint degree"" mandatory",4/4points,2/2points,3/3points,9/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Wirtschafts- und Verhaltenswissenschaftliche Fakultät at the Uni Freiburg,Psychology (B.Sc.),"presence learning programme, full-time",6semesters,180,,,,,490,135,107,79.3%,20:80[%m:%f],https://ranking.zeit.de/che/en/studiengang/22883,7.0%,,,,,"no, but credits for study abroad eligible",no,1/4points,1/2points,0/3points,2/9points,,,,,,"limited number of places, 100 places",,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Wirtschafts- und Verhaltenswissenschaftliche Fakultät at the Uni Freiburg,"Clinical Psychology, Neurosciences and Rehabilitation Sciences (M.Sc.)","presence learning programme, full-time",4semesters,120,,,,,165,74,57,86.8%,16:84[%m:%f],https://ranking.zeit.de/che/en/studiengang/24030,1.0%,,,,,"no, but credits for study abroad eligible",no,,,,No enough data available,,,,,,"limited number of places, 60 places",,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Wirtschafts- und Verhaltenswissenschaftliche Fakultät at the Uni Freiburg,"Clinical Psychology, Learning and Working (M.Sc.)","presence learning programme, full-time",4semesters,120,,,,,77,25,20,79.5%,25:75[%m:%f],https://ranking.zeit.de/che/en/studiengang/24663,1.0%,,,,,"no, but credits for study abroad eligible",no,,,,No enough data available,,,,,,"limited number of places, 30 places",,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Wirtschafts- und Verhaltenswissenschaftliche Fakultät at the Uni Freiburg,Sport Science - Motion and Health (B.Sc.),,6semesters,180,,no interdisciplinary study course,,,119,53,no graduates in the period of time surveyed,no graduates in the period of time surveyed,55:45[%m:%f],https://ranking.zeit.de/che/en/studiengang/34623,3.0%,16.0%,214:45,,26 weeks mandatory practical period/internship outside the university; 58 ECTS for practical courses,"no, but credits can be counted",no,,,,,4/4points,3/3points,1/2points,0/2points,8/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Wirtschafts- und Verhaltenswissenschaftliche Fakultät at the Uni Freiburg,"Sport Science (B, 2 major subjects)",,6semesters,180,,interdisciplinary study course,,,164,55,no graduates in the period of time surveyed,no graduates in the period of time surveyed,51:49[%m:%f],https://ranking.zeit.de/che/en/studiengang/34624,0.0%,,230:50,,14 weeks mandatory practical period/internship outside the university; 65 ECTS for practical courses,"no, but credits can be counted",no,,,,,2/4points,3/3points,1/2points,0/2points,6/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Wirtschafts- und Verhaltenswissenschaftliche Fakultät at the Uni Freiburg,Sport Science - Applied Motion and Health (M.Sc.),,4semesters,120,,no interdisciplinary study course,,,67,18,not calculated due to no graduates in academic year 2015,not calculated due to no graduates in academic year 2015,52:48[%m:%f],https://ranking.zeit.de/che/en/studiengang/34622,3.0%,38.0%,98:20,,24 weeks mandatory practical period/internship outside the university; 40 ECTS for practical courses,"no, but credits can be counted",no,2/4points,0/2points,2/3points,4/9points,4/4points,3/3points,1/2points,1/2points,9/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Biowissenschaften at the Uni Heidelberg,Biosciences (B.Sc.),,6semesters,180,,no data,27 ECTS from compulsory subjects,Scope of excursions:  2 compulsory elective ECTS,430,153,92,76.6%,32:68[%m:%f],https://ranking.zeit.de/che/en/studiengang/15203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Biowissenschaften at the Uni Heidelberg,Biochemistry (B.Sc.),,6semesters,180,,interdisciplinary study course,19 ECTS from compulsory subjects,,73,23,20,100.0%,41:59[%m:%f],https://ranking.zeit.de/che/en/studiengang/35018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Biowissenschaften at the Uni Heidelberg,Molecular Biosciences (M.Sc.),,4semesters,120,,no data,no data,,406,124,117,,38:62[%m:%f],https://ranking.zeit.de/che/en/studiengang/20793,33.0%,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Biowissenschaften at the Uni Heidelberg,Biochemistry (M.Sc.),,4semesters,120,,no data,no data,,69,21,no graduates in the period of time surveyed,,49:51[%m:%f],https://ranking.zeit.de/che/en/studiengang/37828,9.0%,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,Chemistry (B.Sc.),,6semesters,180,,,,,363,135,45,,72:28[%m:%f],https://ranking.zeit.de/che/en/studiengang/36367,,,no admission restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,Biochemistry (B.Sc.),,6semesters,180,,,,,73,23,no data available,,41:59[%m:%f],https://ranking.zeit.de/che/en/studiengang/37957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,Chemistry (M.Sc.),,4semesters,120,,,,,212,75,,,73:27[%m:%f],https://ranking.zeit.de/che/en/studiengang/36368,,,no admission restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,Biochemistry (M.Sc.),,4semesters,120,,,,,69,21,,,49:51[%m:%f],https://ranking.zeit.de/che/en/studiengang/37829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Medizinische Fakultät Heidelberg at the Uni Heidelberg,Medical Computer Science (B.Sc.),,6semesters,180,,no interdisciplinary study course,,,124,43,38,83.1%,57:43[%m:%f],https://ranking.zeit.de/che/en/studiengang/22337,,,133:42,"Software-Engineering, Medical Informatics",35 ECTS for practical courses,,,,,,Not enough data available,0/4points,3/3points,2/2points,2/2points,7/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Medizinische Fakultät Heidelberg at the Uni Heidelberg,Medical Computer Science (M.Sc.),,4semesters,120,,no interdisciplinary study course,,,71,25,22,79.1%,59:41[%m:%f],https://ranking.zeit.de/che/en/studiengang/22338,,5.0%,32:15,"Bioinformatics, Media Computer Science, Medical Informatics",28 ECTS for practical courses,,,1/4points,0/2points,1/3points,2/9points,0/4points,2/3points,2/2points,2/2points,6/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Mathematik und Informatik at the Uni Heidelberg,Applied Computer Science (B.Sc.),Presence learning programme; full-time programme,6semesters,180,,no interdisciplinary study course,,,392,89,32,42.9%,85:15[%m:%f],https://ranking.zeit.de/che/en/studiengang/7639,15.0%,,no admission restriction,"Applied Computer Science, Bioinformatics, Geoinformatics, Engineering Information Technology / Computer Engineering, Software-Engineering, Medical Informatics, IT-Security",8 ECTS for optional practical projects/internships;,"no, but credits can be counted",no,1/4points,2/2points,0/3points,3/9points,0/4points,0/3points,0/2points,0/2points,0/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Mathematik und Informatik at the Uni Heidelberg,"Applied Computer Science (B.Sc.,  option for teacher qualification)",,6semesters,180,,interdisciplinary study course,,,24,,no graduates in the period of time surveyed,no graduates in the period of time surveyed,71:29[%m:%f],https://ranking.zeit.de/che/en/studiengang/40400,4.0%,,no admission restriction,Applied Computer Science,8 ECTS for optional practical projects/internships;,"no, but credits can be counted",no,,,,Not ranked,,,,,Not ranked,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Mathematik und Informatik at the Uni Heidelberg,Applied Computer Science (M.Sc.),,4semesters,120,,no interdisciplinary study course,,,115,43,22,44.4%,81:19[%m:%f],https://ranking.zeit.de/che/en/studiengang/14860,10.0%,50.0%,no admission restriction,"Applied Computer Science, Bioinformatics, Geoinformatics, Engineering Information Technology / Computer Engineering, Software-Engineering, Medical Informatics, IT-Security",,"no, but credits can be counted",no,1/4points,2/2points,3/3points,6/9points,0/4points,0/3points,0/2points,0/2points,0/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Mathematik und Informatik at the Uni Heidelberg,Computer Engineering (M.Sc.),,4semesters,120,,no interdisciplinary study course,,,53,12,<10,"not calculated, because of <10 gradues per year on average",98:2[%m:%f],https://ranking.zeit.de/che/en/studiengang/34103,8.0%,,no admission restriction,"Engineering Information Technology / Computer Engineering, Computer Engineering",,no data,no,1/4points,1/2points,0/3points,2/9points,0/4points,0/3points,0/2points,0/2points,0/11points,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Medizinische Fakultät Heidelberg at the Uni Heidelberg,Dentistry (State Examination),Presence learning programme; full-time programme,,,,,,,485,80,60,,40:60[%m:%f],https://ranking.zeit.de/che/en/studiengang/6133,8.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Wirtschafts- und Sozialwissenschaften at the Uni Heidelberg,Political Economics (B.Sc.),,6semesters,180,,,,,880,248,128,69.0%,64:36[%m:%f],https://ranking.zeit.de/che/en/studiengang/18840,7.0%,37.8%,,,4 weeks practice/internship outside university mandatory; 7 ECTS max. countable for optional internships; 10 ECTS max. countable for practice-oriented courses,not mandatory; credits countable,no,,,,,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Wirtschafts- und Sozialwissenschaften at the Uni Heidelberg,Economics (M.Sc.),,4semesters,120,,,,,171,55,59,36.4%,66:34[%m:%f],https://ranking.zeit.de/che/en/studiengang/25748,34.0%,100.0%,,,,not mandatory; credits countable,no,,,,,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,"Education Science (Two-Subject-B.A., 50%, first major)","presence learning programme, full-time, part-time possible",6semesters,96,"54 credits in mandatory modules, 42 credits in compulsory elective modules",,,,181,12,50,57.6%,,https://ranking.zeit.de/che/en/studiengang/24579,4.0%,,,Adult Education/Further Education,10 ECTS max. permissible for practice-oriented courses,,,,,,,0/4points,2/3points,0/2points,0/2points,2/11points,"limited number of places, 80 places",,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,Education Science with Key Area Organisational Development (M.A.),"presence learning programme, full-time, part-time possible",4semesters,120,no data,,,,87,18,12,not calculated because <10 graduates in one of the years surveyed,,https://ranking.zeit.de/che/en/studiengang/29193,2.0%,,,Adult Education/Further Education,,,,,,,,,,,,Not enough data available,"limited number of places, 20 places",,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,Education Science (B.A. major 75%),"presence learning programme, full-time, part-time possible",6semesters,145,"106 credits in mandatory modules, 39 credits in compulsory elective modules",,,,,0,no graduates until WS 2017/18,no graduates until WS 2017/18,,https://ranking.zeit.de/che/en/studiengang/41454,,,,Adult Education/Further Education,7 weeks practice/internship outside the university obligatory; 12 ECTS max. permissible for practice-oriented courses,,,,,,,0/4points,2/3points,0/2points,0/2points,2/11points,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,"Education Science (B.A., two subject, 50%, secondary major)","presence learning programme, full-time, part-time possible",6semesters,84,"42 credits in mandatory modules, 42 credits in compulsory elective modules",,,,32,7,<10,"not calculated, <10 graduates/year",,https://ranking.zeit.de/che/en/studiengang/41455,12.0%,,,Adult Education/Further Education,10 ECTS max. permissible for practice-oriented courses,,,,,,,0/4points,2/3points,0/2points,0/2points,2/11points,"limited number of places, 80 places",,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Neuphilologische Fakultät at the Uni Heidelberg,"English Studies/English Language and Literature (B.A., interdisciplinary)","presence learning programme, full-time, part-time possible",6semesters,180,,,,,584,222,18,68.6%,,https://ranking.zeit.de/che/en/studiengang/37640,3.0%,100.0%,,,,"no, but credits for study abroad eligible",no,1/4points,1/2points,3/3points,5/9points,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Neuphilologische Fakultät at the Uni Heidelberg,"English Studies (B.A., 75%)","presence learning programme, full-time, part-time possible",6semesters,no data,,,,,162,50,21,71.4%,,https://ranking.zeit.de/che/en/studiengang/41399,16.0%,100.0%,,,,"no, but credits for study abroad eligible",no,1/4points,2/2points,3/3points,6/9points,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Neuphilologische Fakultät at the Uni Heidelberg,English Studies (M.A.),"presence learning programme, full-time, part-time possible",4semesters,120,,,,,135,30,<10,"not calculated, <10 graduates/year",,https://ranking.zeit.de/che/en/studiengang/24161,53.0%,100.0%,,,,"no, but credits for study abroad eligible",no,1/4points,2/2points,3/3points,6/9points,,,,,,number of places not limited,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,Geography (B.Sc.),,6semesters,180,,no interdisciplinary study course,,Scope of excursions: 12 compulsory ECTS,248,50,46,81.5%,49:51[%m:%f],https://ranking.zeit.de/che/en/studiengang/21075,5.0%,10.0%,166:60,,8 weeks mandatory practical period/internship outside the university; 30 ECTS for practical courses,"no, but credits can be counted",no,1/4points,1/2points,1/3points,3/9points,2/4points,3/3points,2/2points,0/2points,8/12points,,1/1points,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,Geography (M.Sc.),,4semesters,120,,no interdisciplinary study course,,Scope of excursions:  65 compulsory elective ECTS,136,37,32,18.8%,51:49[%m:%f],https://ranking.zeit.de/che/en/studiengang/21077,7.0%,15.0%,no admission restriction,,6 weeks mandatory practical period/internship outside the university; 25 ECTS for practical courses,"no, but credits can be counted",no,1/4points,1/2points,1/3points,3/9points,0/4points,2/3points,2/2points,1/2points,6/12points,,1/1points,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,Geosciences (B.Sc.),,6semesters,180,,no interdisciplinary study course,,Scope of excursions: 20 compulsory ECTS and 20 compulsory elective ECTS,83,33,24,95.8%,51:49[%m:%f],https://ranking.zeit.de/che/en/studiengang/20895,2.0%,,no admission restriction,,6 weeks mandatory practical period/internship outside the university; 9 ECTS for optional practical projects/internships; 18 ECTS for practical courses,not scheduled,no,1/4points,0/2points,0/3points,1/9points,0/4points,2/3points,0/2points,0/2points,3/12points,,1/1points,,,,,,,,,,,,,,,,,,,,,,,
