name,department_name,program_name,standard_period_of_study,total_credits,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance_m,gender_balance_f,proportion_of_international_students,international_orientati_studies_abroad,international_orientati_students_mobility,international_orientati_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environme_internships,contact_with_work_environme_case_studies,contact_with_work_environme_external_staff_members,contact_with_work_environment,degree
Ostbayerische Technische Hochschule Regensburg,Fakultät Angewandte Sozial- und Gesundheitswissenschaften at the OTH Regensburg,Nursing Management (B.A.),11 semesters,210,36,14,,,42,58,,,,,,b,d,b,c,bachelor
Ostbayerische Technische Hochschule Regensburg,Fakultät Angewandte Sozial- und Gesundheitswissenschaften at the OTH Regensburg,Nursing (B.Sc.),9 semesters,210,126,40,24,1,19,81,,,,,,a,a,a,a,bachelor
Ostbayerische Technische Hochschule Regensburg,Fakultät Angewandte Sozial- und Gesundheitswissenschaften at the OTH Regensburg,Social Work (B.A.),7 semesters,210,945,202,124,0.834,17,83,0.02,,,,,a,a,a,b,bachelor
Ostbayerische Technische Hochschule Regensburg,Fakultät Angewandte Sozial- und Gesundheitswissenschaften at the OTH Regensburg,Music and Movement-Based Social Work (B.A.),7 semesters,210,180,40,32,0.844,4,4,0.02,,,,,a,b,a,b,bachelor
Ostbayerische Technische Hochschule Regensburg,Fakultät Angewandte Sozial- und Gesundheitswissenschaften at the OTH Regensburg,"Social Work (B.A., extra-occupational)",11 semesters,210,92,,,,24,76,0.02,,,,,,,,,bachelor
Ostbayerische Technische Hochschule Regensburg,Fakultät Angewandte Sozial- und Gesundheitswissenschaften at the OTH Regensburg,Social Work - Inclusion and Exclusion (M.A.),3 semesters,90,58,26,20,0.282,33,67,0.07,,,,,,,,,master
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Business Administration (B.A.),7 semesters,210,557,138,119,0.777,52,48,0.07,b,c,b,c,a,a,b,b,bachelor
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,International Real Estate Management (B.A.),7 semesters,210,256,75,59,0.795,,,0.01,d,c,b,c,a,a,b,b,bachelor
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,International Management (M.A.),3 semesters,90,39,19,19,0.447,,,0.1,b,b,a,b,e,a,b,d,master
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Property Management (M.A.),3 semesters,90,32,25,20,0.564,,,0,,,,,e,a,b,d,master
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Economics and Law (Finance - M.A./ M.Sc.),3 semesters,90,30,14,37,0.685,47,53,0.03,,,,,e,a,b,d,bachelor
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Business Administration for small and medium-sized companies (B.A.),7 semesters,210,97,45,,,42,58,0,d,c,c,d,a,a,b,b,bachelor
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Business Administration and Law (LL.B.),7 semesters,210,223,63,,,38,62,0.01,d,c,c,d,a,a,b,b,master
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Business Administration and Law (B.A.),7 semesters,210,292,61,103,0.825,46,54,0.01,b,c,c,c,a,a,b,b,bachelor
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Economics and Law (AACT - M.A./ LL.M.),3 semesters,90,43,27,37,0.685,60,40,0,,,,,e,a,b,d,master
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Business Administration and Law (B.A.),7 semesters,210,292,61,103,0.825,46,54,0.01,b,d,c,c,a,a,a,b,bachelor
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Business Administration and Law (LL.B.),7 semesters,210,223,63,,,38,62,0.01,d,d,c,d,a,a,a,b,master
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Economics and Law (AACT - M.A./ LL.M.),3 semesters,90,43,27,37,0.685,60,40,0,,,,,e,a,b,d,master
Technische Hochschule Aschaffenburg,Fakultät Wirtschaft und Recht at the TH Aschaffenburg,Economics and Law (Finance - M.A./ M.Sc.),3 semesters,90,30,14,37,0.685,47,53,0.03,,,,,e,a,b,d,bachelor
Technische Hochschule Aschaffenburg,Fakultät Ingenieurwissenschaften at the TH Aschaffenburg,Electrical Engineering and Information Technology (B.Eng.),7 semesters,210,211,69,40,0.963,4,7,0.08,d,b,c,d,b,d,a,c,bachelor
Technische Hochschule Aschaffenburg,Fakultät Ingenieurwissenschaften at the TH Aschaffenburg,Renewable Energies and Energy Management (B.Eng.),7 semesters,210,132,43,32,0.921,72,28,0.02,d,c,c,d,c,c,c,d,bachelor
Technische Hochschule Aschaffenburg,Fakultät Ingenieurwissenschaften at the TH Aschaffenburg,Industrial Engineering (B.Eng.),7 semesters,210,243,74,56,0.919,80,20,0.02,d,c,c,d,a,a,b,a,bachelor
Technische Hochschule Aschaffenburg,Fakultät Ingenieurwissenschaften at the TH Aschaffenburg,Renewable Energies and Energy Management (B.Eng.),7 semesters,210,135,56,,,76,24,0.03,d,c,c,d,a,a,b,a,bachelor
Technische Hochschule Aschaffenburg,Fakultät Ingenieurwissenschaften at the TH Aschaffenburg,International Technical Sales Management (B.Eng.),7 semesters,210,230,64,41,0.827,69,31,0.02,b,c,b,b,a,b,b,b,bachelor
Technische Hochschule Aschaffenburg,Fakultät Ingenieurwissenschaften at the TH Aschaffenburg,Mechatronics (B.Eng.),7 semesters,210,284,71,51,0.902,4,8,0.11,b,a,c,b,a,d,a,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Architektur und Bauingenieurwesen at the HAW Würzburg-Schweinfurt/Würzb.,Architecture (B.Eng.),8 semesters,240,242,36,40,0.937,50,50,0.06,d,b,c,d,,,,,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Architektur und Bauingenieurwesen at the HAW Würzburg-Schweinfurt/Würzb.,Integral Planning and Building (60 CP) (M.Eng.),2 semesters,60,37,10,20,0.974,32,68,0.11,d,a,c,d,,,,,master
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Architektur und Bauingenieurwesen at the HAW Würzburg-Schweinfurt/Würzb.,Integral Planning and Building (90 CP) (M.Eng.),3 semesters,90,16,1,10,,69,31,0.12,d,a,c,d,,,,,master
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät für Wirtschaftswissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,Business Administration (B.A.),7 semesters,210,"1,306",310,280,0.804,50,50,0.04,d,c,d,d,a,a,b,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät für Wirtschaftswissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,International Management (B.A.),7 semesters,210,272,88,,,35,65,0.09,d,c,a,c,a,a,b,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät für Wirtschaftswissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,Media Management (B.A.),7 semesters,210,276,73,47,0.947,18,82,0.03,d,c,c,d,a,a,b,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät für Wirtschaftswissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,Innovation in Medium-Sized Companies (M.A.),3 semesters,90,54,22,18,0.771,54,46,0.07,,,,,e,b,c,d,master
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät für Wirtschaftswissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,Brand and Media Management (M.A.),3 semesters,90,80,30,27,0.426,9,9,0.01,d,c,c,d,e,b,c,d,master
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät für Wirtschaftswissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,International Business with Regional Focus (MBA),3 semesters,90,18,11,,,56,44,0.83,,,,,,,,,master
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Informatik und Wirtschaftsinformatik at the HAW Würzburg-Schweinfurt/Würzb.,Business Informatics (B.Sc.),7 semesters,210,331,98,54,0.804,82,18,0.04,d,c,c,d,b,a,a,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Informatik und Wirtschaftsinformatik at the HAW Würzburg-Schweinfurt/Würzb.,E-Commerce (B.Sc.),7 semesters,210,393,110,38,0.697,64,36,0.03,d,c,c,d,b,a,a,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Architektur und Bauingenieurwesen at the HAW Würzburg-Schweinfurt/Würzb.,Civil Engineering (B.Eng.),7 semesters,210,367,113,65,0.638,77,23,0.06,d,b,c,d,b,c,b,d,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Architektur und Bauingenieurwesen at the HAW Würzburg-Schweinfurt/Würzb.,Integral Planning and Building (60 CP) (M.Eng.),3 semesters,90,37,23,20,0.974,32,68,0.11,d,a,c,c,,,,,master
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Architektur und Bauingenieurwesen at the HAW Würzburg-Schweinfurt/Würzb.,Civil Engineering - with in-depth practice (B.Eng),7 semesters,210,3,1,10,,67,33,0,d,c,a,c,a,c,b,c,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Architektur und Bauingenieurwesen at the HAW Würzburg-Schweinfurt/Würzb.,Integral Planning and Building (90 CP) (M.Eng.),2 semesters,60,16,10,10,,69,31,0.12,d,a,c,c,,,,,master
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fachbereich Informatik und Wirtschaftsinformatik at the HAW Würzburg-Schweinfurt/Würzb.,Computer Science (B.Sc.),7 semesters,210,254,85,34,0.851,4,8,0.04,d,c,c,d,b,a,b,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fachbereich Informatik und Wirtschaftsinformatik at the HAW Würzburg-Schweinfurt/Würzb.,Information Systems (M.Sc.),3 semesters,90,57,22,16,0.469,86,14,0,d,c,c,d,e,b,b,d,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Angewandte Sozialwissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,Nursing and Health Care Management (B),7 semesters,210,53,53,34,0.971,15,85,,,,,,b,b,b,c,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Kunststofftechnik und Vermessung at the HAW Würzburg-Schweinfurt/Würzb.,Plastics and Elastomer Engineering (B.Eng.),7 semesters,210,175,50,21,0.762,82,18,0.04,,,,,b,b,a,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Angewandte Sozialwissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,Social Work (B.A.),7 semesters,210,"1,204",323,213,0.936,18,82,0.03,,,,,a,a,a,b,bachelor
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Angewandte Sozialwissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,International Social Work with Refugees and Migrants (M.A.),3 semesters,90,70,25,9,0.1,23,77,0.61,,,,,c,b,a,c,master
Hochschule für Angewandte Wissenschaften Würzburg-Schweinfurt,Fakultät Angewandte Sozialwissenschaften at the HAW Würzburg-Schweinfurt/Würzb.,Social Work (M.A.),3 semesters,90,75,40,21,0.643,9,9,0.01,,,,,e,b,a,d,master
Katholische Stiftungshochschule München,Fachbereich Pflege at the KatSH München,Nursing Education (B.A.),7 semesters,210,135,37,28,1,17,83,,,,,,b,a,c,c,bachelor
Katholische Stiftungshochschule München,Fachbereich Pflege at the KatSH München,Applied Research in patient-centered Care (M.A.),4 semesters,90,,,,,,,,,,,,e,b,c,e,master
Katholische Stiftungshochschule München,Fakultät Soziale Arbeit at the KatSH München,Social Work (B.A.),7 semesters,210,942,249,200,0.975,20,80,,,,,,a,d,a,b,bachelor
Katholische Stiftungshochschule München,Fakultät Soziale Arbeit at the KatSH München,"Social Work (B.A., extra-occupational)",9 semesters,210,61,,,,15,85,,,,,,,,,,bachelor
Katholische Stiftungshochschule München,Fakultät Soziale Arbeit at the KatSH München,Applied Social and Education Science (M.A.),3 semesters,90,72,42,30,0.695,18,82,,,,,,e,d,b,d,master
Katholische Stiftungshochschule München,Fakultät Soziale Arbeit at the KatSH München,Management of Social and Health Companies (M.A.),3 semesters,90,66,33,28,0.745,18,82,,,,,,e,d,b,d,master
Evangelische Hochschule Nürnberg,Fakultät für Gesundheit und Pflege at the EvHS Nürnberg,Health and Nursing Pedagogy (B.A.),7 semesters,210,118,37,25,1,6,6,,,,,,b,a,a,b,bachelor
Evangelische Hochschule Nürnberg,Fakultät für Gesundheit und Pflege at the EvHS Nürnberg,Health and Nursing Management (B.A.),7 semesters,210,91,20,19,1,15,85,,,,,,b,a,a,b,bachelor
Evangelische Hochschule Nürnberg,Fakultät für Gesundheit und Pflege at the EvHS Nürnberg,Heal Applied Nursing Science (B.Sc.),7 semesters,210,86,16,10,,27,73,,,,,,c,c,a,c,bachelor
Evangelische Hochschule Nürnberg,Fakultät für Gesundheit und Pflege at the EvHS Nürnberg,"Nursing (B.Sc., cooperate education)",9 semesters,210,212,57,30,1,14,86,,,,,,a,a,a,a,bachelor
Evangelische Hochschule Nürnberg,Studienbereich Soziale Arbeit at the EvHS Nürnberg,Social Work (B.A.),7 semesters,210,397,119,105,0.971,21,79,0.02,,,,,a,d,a,c,bachelor
Evangelische Hochschule Nürnberg,Studienbereich Soziale Arbeit at the EvHS Nürnberg,"Social Management (M.S.M., extra-occupational)",5 semesters,90,88,24,,,35,65,0.05,,,,,,,,,master
Beuth Hochschule für Technik Berlin,Fachbereich II Mathematik - Physik - Chemie at the Beuth HfT Berlin,Pharmaceutical and Chemical Engineering (B.Eng.),7 semesters,210,176,38,27,0.755,47,53,0.2,e,a,d,d,c,b,b,c,bachelor
Beuth Hochschule für Technik Berlin,Fachbereich II Mathematik - Physik - Chemie at the Beuth HfT Berlin,Pharmaceutical and Chemical Engineering (M.Sc.),3 semesters,90,50,18,19,0.5,48,52,0.36,e,a,d,d,e,c,b,d,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Wirtschafts- und Rechtswissenschaften at the HTW Berlin,Business Administration (B.A.),7 semesters,210,"1,491",399,232,0.812,50,50,0.05,d,c,b,c,c,b,a,c,bachelor
Hochschule für Technik und Wirtschaft Berlin,"Fachbereich Informatik, Kommunikation und Wirtschaft at the HTW Berlin",Business Informatics (B.Sc.),6 semesters,180,542,160,113,0.822,77,23,0.09,d,c,c,d,c,d,a,c,bachelor
Hochschule für Technik und Wirtschaft Berlin,"Fachbereich Informatik, Kommunikation und Wirtschaft at the HTW Berlin",Business Informatics (M.Sc.),4 semesters,120,204,79,73,0.863,69,31,0.1,d,b,c,d,c,d,a,c,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Civil Engineering (B.Eng.),6 semesters,180,438,115,54,0.824,69,31,0.09,d,b,d,d,,,,,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Civil Engineering (M.Eng.),4 semesters,120,114,37,34,0.75,72,28,0.18,d,a,d,d,,,,,master
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Construction and Real Estate Management (M.Sc.),4 semesters,120,115,47,37,0.703,75,25,0.97,d,a,d,d,,,,,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Wirtschafts- und Rechtswissenschaften at the HTW Berlin,Business Law (LL.B.),7 semesters,210,268,95,48,0.729,43,57,0.04,d,c,c,c,c,a,a,b,master
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Wirtschafts- und Rechtswissenschaften at the HTW Berlin,Business Law (LL.M.),3 semesters,90,,,32,0.688,,,,,,,,e,e,a,d,master
Hochschule für Technik und Wirtschaft Berlin,"Fachbereich Informatik, Kommunikation und Wirtschaft at the HTW Berlin",Applied Computer Science (B.Sc.),6 semesters,180,603,184,84,0.679,86,14,0.08,d,b,c,d,c,d,c,d,bachelor
Hochschule für Technik und Wirtschaft Berlin,"Fachbereich Informatik, Kommunikation und Wirtschaft at the HTW Berlin",Computer Science and Business - womens degree course (B.Sc.),6 semesters,180,177,55,28,0.719,0,0,0.11,d,a,c,c,c,d,c,d,bachelor
Hochschule für Technik und Wirtschaft Berlin,"Fachbereich Informatik, Kommunikation und Wirtschaft at the HTW Berlin",Applied Computer Science (M.Sc.),4 semesters,120,140,51,24,0.367,83,17,0.13,d,a,c,c,c,d,c,d,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Computational Engineering (B.Sc.),6 semesters,180,206,92,20,0.9,87,13,0.3,d,a,d,d,c,b,a,b,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Environmental Computer Science (B.Sc.),6 semesters,180,141,65,20,0.872,66,34,0.15,d,a,c,c,c,b,a,b,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Business Environmental Informatics (M.Sc.),4 semesters,120,59,26,13,0.308,61,39,0.31,d,a,d,d,c,c,a,c,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Energie und Information at the HTW Berlin,Electrical Engineering (B.Eng.),6 semesters,180,412,143,55,0.736,89,11,0.34,d,a,c,c,c,b,c,c,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Energie und Information at the HTW Berlin,Renewable Energies (B.Sc.),7 semesters,210,413,124,51,0.824,81,19,0.11,d,a,c,c,c,b,c,c,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Energie und Information at the HTW Berlin,Electrical Engineering (M.Eng.),4 semesters,120,116,42,32,0.703,4,3,0.2,d,a,d,d,e,d,c,e,master
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Energie und Information at the HTW Berlin,Renewable Energies (M.Sc.),3 semesters,90,115,51,59,0.641,88,12,0.06,d,b,c,d,e,d,c,e,bachelor
Hochschule für Technik und Wirtschaft Berlin,"Fachbereich Informatik, Kommunikation und Wirtschaft at the HTW Berlin",Industrial Engineering (B.Sc.),3 semesters,210,601,177,110,0.817,79,21,0.1,b,b,d,c,c,c,b,c,bachelor
Hochschule für Technik und Wirtschaft Berlin,"Fachbereich Informatik, Kommunikation und Wirtschaft at the HTW Berlin",Industrial Engineering (Mas),7 semesters,90,165,82,73,0.938,78,22,0.04,d,c,d,d,e,d,b,d,master
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Automotive Engineering (B.Sc.),6 semesters,180,264,94,48,0.865,4,5,0.08,d,b,d,d,,,,,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Mechanical Engineering (B.Sc.),6 semesters,180,275,77,59,0.906,4,5,0.23,d,a,d,d,,,,,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Automotive Engineering (M.Eng.),4 semesters,120,90,36,38,0.547,4,1,0.27,d,a,d,d,,,,,master
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Technik und Leben at the HTW Berlin,Mechanical Engineering (M.Sc.),4 semesters,120,106,38,39,0.692,4,8,0.22,d,a,d,d,,,,,bachelor
Hochschule für Technik und Wirtschaft Berlin,Fachbereich Ingenieurwissenschaften - Energie und Information at the HTW Berlin,Microsystems Engineering (B.Eng.),6 semesters,180,98,36,12,,81,19,0.19,e,a,c,d,c,a,c,c,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,"Business Administration (B.A., full-time)",7 semesters,210,"1,620",588,291,0.835,46,54,0.16,b,b,a,b,a,a,a,a,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,"Business Administration (B.A., part-time)",8 semesters,180,241,68,,,47,53,0.03,,,,,,,,,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,International Business Administration Exchange (B.A.),8 semesters,240,238,82,31,0.934,34,66,0.35,a,a,a,a,a,a,a,a,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,International Business Management (B.A.),8 semesters,240,281,75,57,0.921,32,68,0.24,b,b,a,b,a,a,a,a,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,International Management (B.A.),7 semesters,210,75,14,19,1,36,64,0.33,a,a,a,a,a,a,a,a,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,"Company Formation and Company Succession (B.A., extra-occupational, part-time)",8 semesters,180,130,45,,,69,31,0.03,,,,,,,,,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Accounting and Controlling (M.A.),3 semesters,90,74,40,35,0.971,43,57,0.7,b,a,a,a,c,a,a,b,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,"FACT - Finance, Accounting and Taxes (M.A.)",3 semesters,90,74,40,9,0.1,54,46,0.2,a,b,b,b,c,a,a,b,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Global Supply Chain and Operations Management (M.A.),3 semesters,90,78,40,15,0.1,53,47,0.47,a,a,a,a,c,a,a,b,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,International Business & Consulting (M.A.),3 semesters,90,71,38,37,0.945,27,73,0.27,b,a,a,a,c,a,a,b,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,International Management (M.A.),3 semesters,90,17,17,26,1,59,41,0.47,a,a,a,a,c,a,a,b,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,International Finance (M.Sc.),3 semesters,90,71,38,28,0.927,48,52,0.59,b,a,a,a,c,a,a,b,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,International Marketing Management (M.A.),3 semesters,90,82,35,35,0.871,18,82,0.24,a,b,a,a,c,a,a,b,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Marketing Management (M.A.),3 semesters,90,91,48,17,0.1,20,80,0.08,a,c,b,b,c,a,a,b,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,"Business Administration (B.A., cooperate education)",7 semesters,210,114,20,,,35,65,0,,,,,,,,,bachelor
Hochschule für Wirtschaft und Recht Berlin,"Fachbereich  Duales Studium Wirtschaft, Technik at the HWR Berlin","Business Administration with different subject areas (B.A., dual)",6 semesters,210,"1,270",457,404,,50,50,0.01,,,,,,,,,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Business Informatics (B.Sc.),7 semesters,210,290,79,40,0.863,78,22,0.02,b,c,b,c,a,a,a,a,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Business Intelligence and process Management (M.Sc.),3 semesters,90,42,23,24,1,50,50,0.55,b,a,a,b,c,a,a,b,bachelor
Hochschule für Wirtschaft und Recht Berlin,"Fachbereich  Duales Studium Wirtschaft, Technik at the HWR Berlin","Business Informatics (B.Sc., cooperate education)",6 semesters,210,277,107,67,,73,27,0.02,d,c,c,d,,,,,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich 2 Duales Studium Wirtschaft & Technik at the HWR Berlin,"Civil Engineering (B.Eng., cooperate education)",6 semesters,210,151,65,26,,64,36,0.01,,,,,,,,,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Business Law (LL.B.),7 semesters,210,268,82,45,0.867,41,59,0.04,b,c,c,c,a,a,a,a,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Business Law in International Context (LL.M.),3 semesters,90,71,30,32,0.969,27,73,0.14,a,b,c,b,c,a,a,b,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich 2 Duales Studium Wirtschaft & Technik at the HWR Berlin,Computer Science (B.Sc.),6 semesters,210,94,35,30,1,76,24,,,,,,a,a,a,a,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Economics (B.A.),7 semesters,210,200,65,32,0.698,66,34,0.04,,,,,,,,,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,International Economics (M.A.),3 semesters,90,81,40,33,1,43,57,0.64,,,,,,,,,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich Wirtschaftswissenschaften at the HWR Berlin,Political Economy of European Integration (M.A.),3 semesters,90,67,32,32,0.938,42,58,0.72,,,,,,,,,master
Hochschule für Wirtschaft und Recht Berlin,Fachbereich 2 Duales Studium Wirtschaft & Technik at the HWR Berlin,"Industrial Electrical and Electronic Engineering (B.Eng., dual subject)",6 semesters,210,101,32,29,,87,13,0.01,,,,,,,,,bachelor
Hochschule für Wirtschaft und Recht Berlin,Fachbereich 2 Duales Studium Wirtschaft & Technik at the HWR Berlin,"Construction and Production (B.Eng., dual subject)",6 semesters,210,64,20,26,,81,19,0.02,,,,,,,,,bachelor
Evangelische Hochschule Berlin (EHB),Studiengänge Pflege at the EHB/Berlin,Bachelor of Nursing (B.Sc.),8 semesters,240,122,31,19,1,9,9,,,,,,a,a,a,a,bachelor
Technische Hochschule Brandenburg,Fachbereich Wirtschaft at the TH Brandenburg,Business Informatics (B.Sc.),6 semesters,180,188,68,24,0.681,69,31,0.32,d,a,c,c,a,b,c,b,bachelor
Technische Hochschule Brandenburg,Fachbereich Wirtschaft at the TH Brandenburg,Business Informatics (M.Sc.),4 semesters,120,75,27,17,0.758,75,25,0.28,d,a,b,c,e,a,b,c,bachelor
Technische Hochschule Brandenburg,Fachbereich Informatik und Medien at the TH Brandenburg,Computer Science (B.Sc.),6 semesters,180,246,84,28,0.673,76,24,0.07,d,b,c,d,c,a,a,b,bachelor
Technische Hochschule Brandenburg,Fachbereich Informatik und Medien at the TH Brandenburg,"Media Computer Science (B.Sc., online degree course)",6 semesters,180,191,53,10,,71,29,0.02,,,,,c,b,a,b,bachelor
Technische Hochschule Brandenburg,Fachbereich Informatik und Medien at the TH Brandenburg,Medical Computer Science (B.Sc.),6 semesters,180,106,35,10,0.667,58,42,0.03,d,c,c,d,c,a,a,b,bachelor
